,2023-06-01,2023-06-02,2023-06-03,2023-06-04,2023-06-05,2023-06-06,2023-06-07,2023-06-08,2023-06-09,2023-06-10,2023-06-11,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-17,2023-06-18,2023-06-19,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-24,2023-06-25,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Workday,7 Day,Count
00:00:00,9,5,16,15,8,5,8,7,6,6,10,2,2,4,7,8,7,13,4,1,4,6,4,11,9,11,8,6,3,8,6,7,213
01:00:00,3,9,10,11,11,1,0,9,4,9,12,2,3,5,8,2,6,10,3,3,1,1,5,10,17,4,4,5,2,2,4,6,172
02:00:00,4,3,7,12,16,1,4,4,3,8,17,2,1,0,4,3,12,13,0,1,0,4,4,8,7,1,1,0,6,4,3,5,150
03:00:00,4,8,4,4,6,0,3,3,3,9,11,2,3,4,8,1,8,10,1,3,6,5,4,10,9,2,5,5,6,3,4,5,150
04:00:00,4,9,7,7,6,5,2,10,7,5,5,4,7,7,3,3,9,5,6,5,4,4,4,4,6,3,5,3,5,4,5,5,158
05:00:00,9,11,7,1,2,11,11,13,12,6,5,9,6,12,12,7,2,3,7,14,8,8,12,6,2,13,12,13,6,15,10,8,255
06:00:00,32,40,12,4,8,34,35,34,31,11,2,34,33,32,31,20,8,3,26,38,39,42,21,15,4,21,25,20,30,29,30,23,714
07:00:00,73,71,32,7,12,73,86,89,82,33,14,67,75,93,72,70,45,9,63,83,76,66,68,20,9,64,82,72,71,66,72,57,1743
08:00:00,65,74,32,7,11,63,69,64,81,35,13,73,63,75,64,80,35,17,81,74,68,60,69,35,13,64,70,87,67,67,68,55,1676
09:00:00,72,77,33,14,18,77,72,91,90,50,16,85,72,90,81,63,26,11,70,91,69,67,69,36,18,77,79,73,107,68,75,61,1862
10:00:00,62,71,49,9,31,71,61,66,62,56,23,51,71,53,77,65,46,18,58,62,71,74,81,50,18,64,41,63,68,61,63,55,1653
11:00:00,81,86,51,9,21,47,68,66,58,43,32,49,60,72,52,73,51,23,62,70,68,62,56,49,25,60,53,75,72,78,63,55,1672
12:00:00,76,76,48,5,19,72,53,67,52,45,31,46,55,59,56,75,50,38,61,63,74,60,70,49,33,55,56,57,65,64,60,54,1630
13:00:00,60,54,40,4,24,57,50,53,69,49,38,50,60,65,57,64,39,25,55,56,52,50,70,45,31,55,63,57,66,57,57,50,1515
14:00:00,62,70,31,11,30,66,64,64,70,54,46,54,58,72,50,64,51,16,66,65,59,69,55,38,23,54,64,60,64,63,61,53,1613
15:00:00,57,81,31,16,28,68,76,73,82,49,29,56,60,80,72,74,34,31,62,67,75,65,79,44,17,75,68,79,86,74,70,59,1788
16:00:00,75,56,22,25,20,62,78,76,66,40,23,76,61,59,66,57,34,29,61,81,76,55,57,38,21,56,73,74,62,77,65,55,1656
17:00:00,66,45,41,29,28,64,55,74,46,41,29,53,64,39,54,49,36,27,47,46,53,51,49,38,23,66,50,51,48,44,52,47,1406
18:00:00,47,36,39,35,24,31,31,49,36,25,36,29,42,40,30,42,26,26,35,48,42,37,29,26,22,27,28,27,40,46,36,34,1031
19:00:00,38,30,21,29,23,24,33,44,40,21,27,36,26,24,29,22,26,15,26,34,25,31,18,25,17,29,28,40,41,26,30,28,848
20:00:00,21,25,23,23,24,24,26,29,26,17,24,18,12,20,28,29,21,14,12,38,27,22,26,26,26,26,27,30,30,24,25,24,718
21:00:00,16,19,18,14,9,22,18,18,21,14,17,14,12,26,23,17,18,15,27,16,22,18,17,17,9,18,10,14,16,26,18,17,521
22:00:00,20,11,13,13,5,11,14,12,15,17,12,8,7,19,12,15,12,10,5,4,14,10,10,6,3,7,9,18,8,10,11,11,330
23:00:00,8,8,14,12,3,6,5,5,3,15,9,5,7,11,13,16,9,9,2,9,5,7,15,17,4,2,3,9,6,9,7,8,246
