,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17,2024-04-18,2024-04-19,2024-04-20,2024-04-21,2024-04-22,2024-04-23,2024-04-24,2024-04-25,2024-04-26,2024-04-27,2024-04-28,2024-04-29,2024-04-30,Workday,7 Day,Count
00:00:00,5,6,3,4,5,6,13,6,1,5,4,6,10,8,6,3,2,6,4,11,10,3,3,4,3,3,7,13,2,6,4,6,168
01:00:00,13,1,2,4,2,9,8,2,3,3,4,2,10,14,1,2,3,2,4,13,10,2,3,5,1,2,4,10,1,2,3,5,142
02:00:00,6,3,1,4,2,8,10,2,4,1,0,5,12,11,2,2,3,1,2,8,5,4,3,2,1,4,9,10,1,3,3,4,129
03:00:00,7,4,2,5,5,6,8,1,2,2,5,5,6,10,3,4,4,3,5,6,8,4,4,5,4,4,7,4,2,2,4,5,137
04:00:00,1,3,1,4,3,1,4,9,2,8,3,5,5,6,3,3,7,8,5,5,5,3,3,9,5,6,3,1,5,4,5,4,130
05:00:00,4,7,11,12,9,4,6,6,9,9,12,7,5,2,6,13,13,5,10,2,2,11,9,9,13,6,5,3,10,8,9,7,228
06:00:00,2,24,35,23,27,6,2,30,34,33,27,37,16,6,34,18,38,37,27,19,6,26,25,26,28,23,13,4,28,45,28,23,699
07:00:00,14,65,70,89,54,29,17,77,76,79,88,82,37,10,68,94,90,90,75,25,7,76,95,88,75,70,39,5,74,85,76,60,1843
08:00:00,16,64,64,73,51,33,15,80,69,71,70,82,37,9,65,74,79,70,77,41,13,78,85,69,67,80,31,14,78,64,69,56,1719
09:00:00,23,63,81,66,56,37,21,76,85,86,93,82,48,23,94,87,80,67,85,57,23,75,85,88,74,70,51,17,85,95,77,65,1973
10:00:00,19,55,62,50,67,36,26,72,76,66,63,71,43,27,75,72,80,62,86,47,21,60,80,57,62,61,42,33,65,73,65,56,1709
11:00:00,20,60,54,63,73,49,39,63,61,67,67,58,49,38,59,65,63,51,60,53,32,68,63,66,87,73,58,45,66,69,63,58,1739
12:00:00,21,63,54,71,71,51,27,63,57,75,65,72,50,28,67,59,75,64,64,47,36,72,71,69,75,73,50,44,70,71,66,59,1775
13:00:00,29,71,57,49,64,45,43,52,59,75,67,76,56,42,74,52,85,69,61,39,36,54,65,73,81,53,58,36,56,62,63,58,1739
14:00:00,28,62,62,62,60,30,33,58,63,82,56,69,37,22,58,54,64,62,59,39,29,65,87,70,63,62,32,32,51,68,62,53,1619
15:00:00,35,64,62,67,78,39,34,78,70,79,68,81,34,24,81,87,66,86,85,36,28,58,82,64,66,78,40,29,54,81,71,60,1834
16:00:00,18,54,82,54,68,38,27,72,65,60,69,58,31,25,71,66,82,71,75,44,27,69,66,67,75,69,31,35,78,73,66,57,1720
17:00:00,35,55,49,62,49,34,34,55,46,45,50,50,45,32,43,66,58,37,56,21,27,38,63,47,42,54,37,35,63,64,51,46,1392
18:00:00,34,31,38,40,37,30,34,41,38,47,39,47,28,33,46,35,39,42,35,31,25,38,47,43,37,35,39,32,38,43,40,37,1122
19:00:00,29,22,24,27,25,32,18,11,35,31,29,35,24,23,33,38,28,33,26,26,27,40,36,45,30,30,27,27,33,34,31,29,878
20:00:00,9,15,19,17,19,10,11,21,36,35,28,33,23,14,35,32,32,25,26,27,24,28,25,28,29,27,24,16,38,32,27,24,738
21:00:00,13,20,26,19,14,18,4,12,19,14,16,19,8,8,24,19,19,22,19,17,12,16,13,20,18,23,16,11,14,16,18,16,489
22:00:00,10,10,13,8,9,10,8,5,15,18,17,10,17,11,10,8,7,15,11,23,7,11,9,13,9,14,10,9,14,8,11,11,339
23:00:00,6,3,3,8,7,6,7,5,13,6,7,5,14,6,6,1,1,7,8,10,4,6,2,2,0,13,10,6,10,4,6,6,186
