,2023-06-01,2023-06-02,2023-06-03,2023-06-04,2023-06-05,2023-06-06,2023-06-07,2023-06-08,2023-06-09,2023-06-10,2023-06-11,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-17,2023-06-18,2023-06-19,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-24,2023-06-25,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Workday,7 Day,Count
00:00:00,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,10
01:00:00,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
02:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
03:00:00,0,0,2,0,1,2,1,2,1,1,0,1,2,2,2,1,1,0,2,2,1,2,1,1,0,1,3,1,0,2,1,1,35
04:00:00,1,1,2,0,1,2,0,1,0,0,0,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,20
05:00:00,5,3,2,2,2,2,3,4,0,1,0,2,1,7,5,2,3,0,3,3,6,6,2,0,0,4,3,5,6,0,3,3,82
06:00:00,4,4,3,0,0,4,4,2,4,4,0,4,2,5,4,4,1,0,4,5,7,5,4,5,0,7,5,4,4,8,4,4,107
07:00:00,6,10,2,0,5,12,1,6,7,4,0,9,14,9,10,12,7,1,16,9,8,12,13,3,1,13,8,8,7,6,9,7,219
08:00:00,9,9,2,0,2,10,8,7,11,4,2,9,15,11,13,16,4,2,7,10,15,14,14,2,1,4,10,9,5,11,10,8,236
09:00:00,11,9,5,1,2,9,4,11,8,6,3,16,14,10,14,19,6,1,8,9,9,9,12,3,3,9,11,10,15,18,11,9,265
10:00:00,9,6,4,1,2,9,8,10,6,8,1,10,7,6,8,8,2,1,10,9,8,12,10,0,1,8,11,11,12,10,9,7,208
11:00:00,5,8,5,0,2,9,7,12,6,1,0,7,10,9,10,6,0,1,10,6,10,6,12,2,2,13,11,3,12,12,8,6,197
12:00:00,9,11,2,0,1,8,4,6,10,3,2,5,8,9,9,9,2,0,10,12,13,13,13,3,2,9,11,11,15,9,9,7,219
13:00:00,8,7,1,0,2,4,7,8,5,0,0,7,7,10,7,10,2,1,9,4,7,7,14,0,3,6,10,7,7,12,8,6,172
14:00:00,7,7,0,1,4,11,8,9,12,3,1,7,8,11,3,6,1,1,10,16,12,8,9,1,2,12,6,7,9,14,9,7,206
15:00:00,8,6,1,1,1,9,7,12,12,0,2,9,9,13,4,8,1,0,12,9,12,7,10,1,0,13,13,7,10,8,9,7,205
16:00:00,7,1,1,2,0,3,6,8,6,2,1,2,12,10,12,5,0,1,8,2,14,7,5,2,1,3,6,6,7,5,6,5,145
17:00:00,0,1,1,0,1,2,6,7,1,1,1,0,4,5,6,0,0,1,7,7,5,4,2,1,1,2,8,3,4,3,4,3,84
18:00:00,1,0,0,3,2,2,3,3,1,0,2,2,3,3,1,1,0,3,3,1,1,2,1,1,7,0,3,3,2,2,2,2,56
19:00:00,1,0,1,1,1,0,0,0,1,0,1,1,0,1,3,1,1,0,1,2,1,2,0,2,0,0,0,2,0,1,1,1,24
20:00:00,2,0,0,2,1,2,0,2,2,1,0,2,1,2,0,3,1,0,1,0,2,2,1,0,0,0,0,0,0,0,1,1,27
21:00:00,0,0,0,1,0,1,2,0,2,0,3,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14
22:00:00,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,11
23:00:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
