,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30,Workday,7 Day,Count
00:00:00,278,412,445,209,218,195,222,288,454,489,256,271,232,251,386,406,415,227,244,233,313,469,460,433,215,253,199,201,370,435,263,313,9479
01:00:00,119,260,341,99,116,114,98,161,293,366,148,156,154,173,244,305,333,116,170,210,203,302,311,361,98,127,116,110,192,282,154,200,6078
02:00:00,114,222,252,88,92,68,79,116,284,282,157,121,121,124,224,232,341,83,123,151,152,260,250,305,77,78,87,111,176,225,124,164,4995
03:00:00,78,183,227,111,98,73,74,120,184,229,118,111,106,98,171,194,239,83,117,116,121,186,197,260,87,87,80,99,117,202,107,137,4166
04:00:00,194,138,151,158,133,152,163,192,161,191,131,159,134,141,180,155,186,172,151,153,223,239,169,185,142,132,163,157,145,144,163,163,4894
05:00:00,342,200,158,332,301,308,334,320,234,160,352,327,326,391,316,201,138,338,399,380,359,335,200,130,336,340,330,373,298,171,340,293,8729
06:00:00,838,379,238,852,977,990,1023,832,402,241,866,966,799,1027,845,413,234,895,955,1023,1019,865,417,230,863,985,899,1014,792,360,920,750,22239
07:00:00,1911,608,355,2066,2148,2186,2147,1966,598,403,2070,2226,1810,2111,1856,561,381,2033,2157,2197,2173,1997,648,386,2097,2166,2088,2135,1790,535,2063,1616,47805
08:00:00,2490,1007,565,2496,2630,2509,2464,2439,1056,623,2411,2555,2071,2584,2315,1071,523,2476,2545,2573,2577,2418,1023,482,2474,2654,2262,2593,2158,962,2462,1990,59006
09:00:00,1807,1570,915,1654,1989,1802,1819,1800,1668,969,1767,1976,1554,1942,1775,1622,932,1799,1944,1924,1994,1766,1578,868,1770,1993,1735,1879,1717,1530,1829,1676,50058
10:00:00,1671,1913,1365,1525,1616,1592,1679,1774,1939,1306,1587,1568,1260,1632,1643,1921,1469,1578,1623,1676,1586,1586,1864,1169,1559,1681,1337,1715,1682,1848,1599,1611,48364
11:00:00,1742,2136,1573,1623,1544,1610,1660,1746,2252,1659,1508,1568,1232,1677,1720,2276,1751,1637,1571,1557,1661,1711,2204,1473,1638,1587,1286,1765,1826,2007,1613,1702,51200
12:00:00,2005,2398,1935,1752,1753,1833,1789,1667,2344,1887,1593,1709,1413,1800,1947,2425,1827,1689,1685,1715,1780,2037,2355,1744,1607,1705,1546,1674,2164,2237,1755,1862,56015
13:00:00,2113,2248,2098,1729,1804,2154,1970,1531,2363,2097,1757,1896,1545,1957,2055,2364,2196,1685,1841,2168,1830,2105,2252,1907,1717,1902,2019,1740,2181,2057,1890,1972,59281
14:00:00,2199,2169,1977,1886,1919,2048,2036,2188,2022,2105,1915,2002,1919,2037,2265,2341,2149,1902,1948,2048,1996,2270,2104,2002,1984,1945,1719,1832,2331,2200,2019,2047,61458
15:00:00,2482,2101,1888,2219,2280,2137,2232,2345,1700,1984,2208,2207,2126,2144,2431,2296,2136,2205,2179,2175,2194,2390,2078,1670,2168,2214,1808,2030,2430,2178,2219,2158,64635
16:00:00,2342,1900,1694,2449,2388,2436,2430,2516,1763,1924,2373,2486,2433,2221,2228,2207,2078,2343,2310,2495,2508,2554,1937,1775,2459,2463,1988,2132,2565,2027,2387,2254,67424
17:00:00,2320,1790,1692,2356,2536,2464,2485,2100,1766,1903,2551,2524,2601,2013,2238,2002,1786,2311,2478,2261,2624,2455,1734,1589,2495,2575,2150,2426,2395,1842,2398,2224,66462
18:00:00,1999,1638,1647,1918,2120,2225,2197,1804,1620,1651,2018,2115,2179,2048,2088,1736,1595,1993,2023,2131,2250,2231,1659,1526,1950,2261,1733,2298,2253,1810,2087,1963,58716
19:00:00,1758,1583,1410,1578,1780,1683,1819,1952,1450,1496,1632,1880,1769,1865,1867,1680,1390,1625,1721,1897,1938,2016,1536,1299,1615,1739,1481,1926,2162,1618,1795,1710,51165
20:00:00,1406,1151,1027,1340,1459,1389,1491,1481,1143,1126,1182,1363,1321,1341,1302,976,892,1333,1192,1336,1560,1538,840,918,1155,1290,1149,1505,1452,1327,1361,1271,37985
21:00:00,968,761,738,753,935,904,978,1072,864,756,843,1012,920,930,1061,693,608,915,1215,1287,1463,1251,507,617,867,1470,746,1034,1065,746,1033,937,27979
22:00:00,694,648,463,484,615,546,742,830,720,510,608,688,625,698,907,771,478,578,822,1004,1070,893,751,620,579,1049,479,730,848,802,738,710,21252
23:00:00,502,556,368,400,306,294,441,565,576,345,404,333,403,427,601,547,291,346,416,446,661,620,548,305,296,438,289,418,603,608,439,445,13353
