,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17,2024-04-18,2024-04-19,2024-04-20,2024-04-21,2024-04-22,2024-04-23,2024-04-24,2024-04-25,2024-04-26,2024-04-27,2024-04-28,2024-04-29,2024-04-30,Workday,7 Day,Count
00:00:00,345,210,384,239,446,393,453,227,400,353,318,330,418,480,216,197,204,197,272,449,429,200,385,182,161,240,466,457,213,300,274,322,9564
01:00:00,266,105,208,187,300,278,316,147,175,270,255,167,228,336,152,78,90,130,200,291,334,137,167,88,114,192,258,340,137,235,173,208,6181
02:00:00,195,78,150,84,197,179,279,102,129,134,172,119,198,254,78,55,70,81,136,199,256,97,80,67,89,110,213,280,86,127,111,145,4294
03:00:00,235,80,124,83,122,169,219,77,124,170,175,98,176,241,90,63,78,81,107,191,212,102,148,90,93,101,178,222,104,133,113,138,4086
04:00:00,144,139,146,160,150,177,165,183,151,141,173,190,218,203,175,176,179,197,173,147,194,184,149,145,136,209,207,169,163,151,164,170,5094
05:00:00,112,275,301,277,304,148,151,283,321,312,336,297,135,140,298,311,363,310,285,165,140,326,338,376,340,287,185,123,303,315,303,259,7857
06:00:00,260,811,927,895,750,341,260,879,986,980,991,883,399,271,857,978,1036,965,872,383,294,880,991,1050,978,891,399,299,914,984,898,736,22404
07:00:00,331,1759,1841,1826,1601,568,463,2067,2178,2173,2199,1943,605,404,2157,2292,2123,2204,2020,700,466,2063,2149,2224,2232,1949,622,455,2113,2204,1984,1570,47931
08:00:00,445,2083,2208,2130,1893,912,583,2605,2726,2758,2739,2598,1268,675,2686,2831,2796,2812,2605,1234,784,2740,2726,2725,2721,2640,1224,731,2656,2502,2483,2038,62036
09:00:00,659,1784,1897,1804,1618,1186,929,1749,1928,2061,2023,1867,1827,901,1889,1999,2341,2006,1886,1875,1109,1830,2106,2047,2046,1985,1855,1223,1840,2021,1881,1733,52291
10:00:00,913,1548,1582,1690,1629,1322,1354,1620,1542,1650,1696,1705,2152,1390,1616,1574,1782,1729,1681,2058,1557,1662,1726,1705,1696,1741,2119,1640,1643,1685,1628,1648,49407
11:00:00,1332,1701,1690,1739,1777,1541,1657,1469,1621,1616,1683,1753,2372,1681,1478,1556,1606,1688,1778,2280,1795,1589,1664,1800,1712,1888,2276,2059,1657,1633,1656,1742,52091
12:00:00,1546,1883,1903,1917,2058,1796,1999,1629,1718,1831,1792,1899,2571,1995,1643,1708,1880,1865,2010,2461,2116,1787,1709,1937,1806,2009,2565,2449,1782,1827,1824,1944,58091
13:00:00,1811,2011,2076,2018,2192,1957,2289,1619,1821,2176,1957,2161,2538,2194,1731,1877,2091,1943,2198,2399,2204,1798,1810,2171,1905,2224,2463,2326,1877,1852,1969,2063,61689
14:00:00,1864,2014,2041,1996,2230,1901,2230,1870,1910,2115,1974,2260,2455,2218,1796,2048,2102,2019,2205,2344,2037,2033,2046,2068,2071,2304,2256,1974,1994,2045,2046,2083,62420
15:00:00,1967,2129,2162,2110,2374,1826,2291,2175,2193,2099,2224,2506,2219,2069,2200,2358,2235,2325,2557,2152,1903,2225,2375,2214,2275,2422,2234,2101,2312,2353,2263,2216,66585
16:00:00,1822,2421,2471,2319,2506,1852,2051,2356,2435,2478,2430,2401,2250,2131,2371,2620,2562,2063,2521,2110,1707,2529,2427,2448,2615,2426,2139,2569,2360,2520,2414,2324,69910
17:00:00,1801,2517,2683,2084,2517,1714,1935,2533,2635,2599,2385,2598,2022,1840,2574,2691,2699,2141,2519,1842,1739,2624,2778,2599,2718,2605,2044,2060,2599,2640,2524,2346,70735
18:00:00,1689,1978,2164,1824,2079,1611,1733,1859,2252,2560,2186,2345,1850,1632,2040,2430,2547,2331,2282,1810,1673,2132,2371,2325,2382,2471,1933,1739,2083,2232,2207,2076,62543
19:00:00,1410,1624,1700,1778,1888,1482,1407,1638,1884,1925,1932,1913,1696,1228,1681,1668,1972,2116,1859,1627,1499,1809,1828,2098,1932,2022,1678,1377,1655,1730,1821,1729,52056
20:00:00,1152,1175,1301,1197,1316,1037,1083,1121,1340,1538,1719,1477,1234,1009,1210,1385,1687,1491,1404,1241,1095,1345,1439,1563,1347,1558,1313,1085,1242,1373,1381,1311,39477
21:00:00,810,1267,926,1409,954,766,673,1241,1472,1530,1077,956,890,648,889,952,1093,1006,1086,883,877,1543,954,985,1050,1086,889,727,1442,1562,1150,1048,31643
22:00:00,488,945,657,1192,823,673,625,847,1025,1091,728,715,661,513,501,528,615,827,806,730,613,949,564,709,715,818,733,548,992,989,797,751,22620
23:00:00,361,538,402,797,518,502,297,608,551,612,562,538,625,309,348,312,438,566,577,581,392,625,377,422,456,587,709,308,679,624,523,506,15221
