,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-06,2023-11-07,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-12,2023-11-13,2023-11-14,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21,2023-11-22,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-28,2023-11-29,2023-11-30,Workday,7 Day,Count
00:00:00,405,242,389,391,406,138,152,158,172,249,351,471,182,184,197,208,239,404,441,157,155,145,152,229,484,529,149,235,242,282,212,276,8138
01:00:00,343,196,276,245,276,82,83,81,70,130,281,324,91,163,201,106,179,303,394,121,81,65,100,111,276,384,91,175,201,224,144,192,5653
02:00:00,307,147,225,198,208,72,68,77,84,119,204,273,64,95,113,97,131,209,326,81,69,54,86,103,201,283,54,142,128,145,112,148,4363
03:00:00,195,158,187,206,167,78,70,84,85,94,174,201,83,96,105,99,122,185,241,82,60,54,87,76,205,243,85,150,138,147,106,134,3957
04:00:00,159,164,203,169,162,162,116,114,168,178,175,181,148,176,181,182,168,170,165,170,118,104,132,157,177,169,179,151,115,152,154,159,4765
05:00:00,331,296,314,143,139,347,321,358,350,301,149,148,297,373,348,331,305,151,144,352,348,368,322,296,155,172,316,304,365,335,331,279,8479
06:00:00,947,882,834,419,277,917,970,963,966,862,366,272,837,980,1011,963,851,359,244,920,1027,986,1014,854,384,256,923,981,1040,1003,942,765,23308
07:00:00,1921,1861,1702,596,448,2216,2338,2304,2290,2027,594,453,1744,2218,2097,2238,1968,604,403,2087,2295,2249,2180,1968,670,423,2026,2157,2173,2132,2100,1649,50382
08:00:00,1964,2013,1759,995,574,2569,2622,2655,2685,2625,1098,532,1834,2682,2650,2669,2542,1068,517,2634,2711,2622,2510,2611,1055,507,2558,2656,2617,2675,2494,2008,61209
09:00:00,1749,1722,1641,1607,995,1808,2008,1995,1964,1829,1747,957,2062,2013,1989,2082,1748,1789,970,1906,2029,2008,1959,1853,1815,996,1875,2067,2055,2011,1926,1764,53249
10:00:00,1684,1688,1707,2006,1433,1575,1599,1646,1690,1694,2099,1397,2150,1696,1785,1680,1775,2147,1509,1649,1644,1709,1600,1852,2032,1428,1590,1752,1667,1857,1713,1725,51740
11:00:00,1752,1794,1919,2183,1720,1622,1722,1720,1768,1894,2209,1717,1643,1607,1625,1728,1873,2010,1814,1642,1687,1723,1585,1911,2132,1730,1577,1613,1681,1744,1720,1782,53345
12:00:00,1960,1900,2194,2333,2204,1684,1667,1981,1740,2067,2271,2143,1677,1793,2017,1841,2100,2318,2135,1691,1812,1908,1793,2148,2258,2108,1706,1823,1968,1865,1879,1977,59105
13:00:00,2130,2054,2182,2391,2251,1797,1939,2217,2039,2163,2443,2310,1848,1911,2192,2047,2283,2574,2292,1918,1965,2250,2058,2148,2298,2310,1945,1879,2135,1999,2050,2138,63968
14:00:00,1983,2010,2243,2290,2486,1856,1992,2011,2063,2333,2380,2395,1982,1981,2081,2027,2237,2390,2348,1846,1962,2120,2059,2344,2258,2359,1993,1949,2117,2127,2060,2147,64222
15:00:00,2040,2013,2251,1872,2346,2203,2267,2117,2371,2303,2494,2247,2212,2253,2167,2161,2453,2390,2122,2239,2314,2213,2279,2518,2220,2519,2241,2310,2248,2329,2250,2258,67712
16:00:00,2269,2318,2285,1492,2354,2388,2431,2398,2543,2436,2364,2319,2345,2520,2487,2469,2510,2209,2211,2461,1613,2557,2500,2505,2185,2227,2383,2654,2499,2585,2416,2346,70517
17:00:00,2334,2365,2364,1928,2020,2300,2402,2422,2411,2432,2138,2004,2359,2561,2519,2588,2340,1930,2051,2473,1578,2607,2678,2531,2075,2136,2420,2521,2577,2675,2430,2317,69739
18:00:00,1991,2035,2088,1627,1728,1977,2151,2230,2341,2237,2199,1588,1906,2133,2298,2333,2131,1883,1741,1998,2323,2163,2275,2260,1960,1774,2035,2299,2332,2505,2184,2078,62541
19:00:00,1606,1824,1796,1643,1257,1617,1791,1773,2002,1974,1937,1312,1571,1788,1953,1864,1896,1674,1347,1619,1827,1885,1905,1935,1700,1379,1655,1860,1834,2022,1818,1736,52246
20:00:00,1125,1245,1321,1147,844,1103,1116,1267,1410,1267,999,853,1115,1268,1321,1414,1342,1044,949,1154,1266,1375,1482,1466,1182,909,1220,1229,1411,1506,1292,1206,36350
21:00:00,1255,1502,979,744,698,859,887,957,938,1060,756,653,1075,1265,1269,1067,948,736,684,859,890,961,1100,1056,745,727,1309,1347,1564,1177,1106,995,30067
22:00:00,906,1318,889,700,535,644,505,740,714,786,859,511,821,874,748,854,807,712,551,531,512,582,753,773,725,620,1081,943,1113,965,812,766,23072
23:00:00,593,779,545,540,272,300,332,360,456,512,580,237,483,506,370,464,564,551,244,304,275,283,475,627,613,267,638,659,702,582,491,469,14113
