,Timestamp,counter 1,counter 2
0,2023-01-01 00:00:00+00:00,151,496
1,2023-01-01 01:00:00+00:00,219,503
2,2023-01-01 02:00:00+00:00,180,409
3,2023-01-01 03:00:00+00:00,137,330
4,2023-01-01 04:00:00+00:00,53,143
5,2023-01-01 05:00:00+00:00,20,133
6,2023-01-01 06:00:00+00:00,48,223
7,2023-01-01 07:00:00+00:00,86,246
8,2023-01-01 08:00:00+00:00,79,279
9,2023-01-01 09:00:00+00:00,121,389
10,2023-01-01 10:00:00+00:00,184,638
11,2023-01-01 11:00:00+00:00,310,936
12,2023-01-01 12:00:00+00:00,417,1218
13,2023-01-01 13:00:00+00:00,485,1457
14,2023-01-01 14:00:00+00:00,496,1552
15,2023-01-01 15:00:00+00:00,473,1503
16,2023-01-01 16:00:00+00:00,440,1296
17,2023-01-01 17:00:00+00:00,344,1216
18,2023-01-01 18:00:00+00:00,311,1054
19,2023-01-01 19:00:00+00:00,293,883
20,2023-01-01 20:00:00+00:00,239,707
21,2023-01-01 21:00:00+00:00,166,475
22,2023-01-01 22:00:00+00:00,113,388
23,2023-01-01 23:00:00+00:00,89,283
24,2023-01-02 00:00:00+00:00,57,198
25,2023-01-02 01:00:00+00:00,47,157
26,2023-01-02 02:00:00+00:00,34,97
27,2023-01-02 03:00:00+00:00,16,96
28,2023-01-02 04:00:00+00:00,23,112
29,2023-01-02 05:00:00+00:00,64,145
30,2023-01-02 06:00:00+00:00,214,289
31,2023-01-02 07:00:00+00:00,740,443
32,2023-01-02 08:00:00+00:00,1006,402
33,2023-01-02 09:00:00+00:00,773,705
34,2023-01-02 10:00:00+00:00,609,972
35,2023-01-02 11:00:00+00:00,639,1405
36,2023-01-02 12:00:00+00:00,713,1816
37,2023-01-02 13:00:00+00:00,829,2047
38,2023-01-02 14:00:00+00:00,772,2231
39,2023-01-02 15:00:00+00:00,818,2093
40,2023-01-02 16:00:00+00:00,917,1954
41,2023-01-02 17:00:00+00:00,888,1738
42,2023-01-02 18:00:00+00:00,705,1466
43,2023-01-02 19:00:00+00:00,571,1180
44,2023-01-02 20:00:00+00:00,404,837
45,2023-01-02 21:00:00+00:00,305,684
46,2023-01-02 22:00:00+00:00,196,447
47,2023-01-02 23:00:00+00:00,96,306
48,2023-01-03 00:00:00+00:00,37,193
49,2023-01-03 01:00:00+00:00,40,92
50,2023-01-03 02:00:00+00:00,21,74
51,2023-01-03 03:00:00+00:00,14,78
52,2023-01-03 04:00:00+00:00,20,148
53,2023-01-03 05:00:00+00:00,58,346
54,2023-01-03 06:00:00+00:00,235,893
55,2023-01-03 07:00:00+00:00,707,1867
56,2023-01-03 08:00:00+00:00,1018,1893
57,2023-01-03 09:00:00+00:00,753,1557
58,2023-01-03 10:00:00+00:00,641,1576
59,2023-01-03 11:00:00+00:00,646,1813
60,2023-01-03 12:00:00+00:00,714,2181
61,2023-01-03 13:00:00+00:00,812,2250
62,2023-01-03 14:00:00+00:00,697,2174
63,2023-01-03 15:00:00+00:00,779,2249
64,2023-01-03 16:00:00+00:00,761,2604
65,2023-01-03 17:00:00+00:00,706,2528
66,2023-01-03 18:00:00+00:00,647,1744
67,2023-01-03 19:00:00+00:00,612,1393
68,2023-01-03 20:00:00+00:00,471,810
69,2023-01-03 21:00:00+00:00,351,724
70,2023-01-03 22:00:00+00:00,220,444
71,2023-01-03 23:00:00+00:00,126,289
72,2023-01-04 00:00:00+00:00,174,173
73,2023-01-04 01:00:00+00:00,162,88
74,2023-01-04 02:00:00+00:00,115,73
75,2023-01-04 03:00:00+00:00,92,94
76,2023-01-04 04:00:00+00:00,41,153
77,2023-01-04 05:00:00+00:00,46,348
78,2023-01-04 06:00:00+00:00,98,928
79,2023-01-04 07:00:00+00:00,211,1937
80,2023-01-04 08:00:00+00:00,306,2070
81,2023-01-04 09:00:00+00:00,476,1741
82,2023-01-04 10:00:00+00:00,591,1789
83,2023-01-04 11:00:00+00:00,630,1879
84,2023-01-04 12:00:00+00:00,785,2193
85,2023-01-04 13:00:00+00:00,755,2256
86,2023-01-04 14:00:00+00:00,670,2165
87,2023-01-04 15:00:00+00:00,695,2208
88,2023-01-04 16:00:00+00:00,710,2640
89,2023-01-04 17:00:00+00:00,618,2710
90,2023-01-04 18:00:00+00:00,613,1952
91,2023-01-04 19:00:00+00:00,533,1501
92,2023-01-04 20:00:00+00:00,386,1184
93,2023-01-04 21:00:00+00:00,317,794
94,2023-01-04 22:00:00+00:00,243,457
95,2023-01-04 23:00:00+00:00,212,313
96,2023-01-05 00:00:00+00:00,145,246
97,2023-01-05 01:00:00+00:00,130,112
98,2023-01-05 02:00:00+00:00,122,74
99,2023-01-05 03:00:00+00:00,92,88
100,2023-01-05 04:00:00+00:00,30,131
101,2023-01-05 05:00:00+00:00,28,347
102,2023-01-05 06:00:00+00:00,56,931
103,2023-01-05 07:00:00+00:00,136,2247
104,2023-01-05 08:00:00+00:00,182,2877
105,2023-01-05 09:00:00+00:00,254,1976
106,2023-01-05 10:00:00+00:00,380,1780
107,2023-01-05 11:00:00+00:00,490,1831
108,2023-01-05 12:00:00+00:00,611,1891
109,2023-01-05 13:00:00+00:00,607,2049
110,2023-01-05 14:00:00+00:00,592,2179
111,2023-01-05 15:00:00+00:00,595,2644
112,2023-01-05 16:00:00+00:00,602,2540
113,2023-01-05 17:00:00+00:00,520,2660
114,2023-01-05 18:00:00+00:00,494,1953
115,2023-01-05 19:00:00+00:00,459,1489
116,2023-01-05 20:00:00+00:00,379,1043
117,2023-01-05 21:00:00+00:00,245,758
118,2023-01-05 22:00:00+00:00,139,446
119,2023-01-05 23:00:00+00:00,96,330
120,2023-01-06 00:00:00+00:00,90,211
121,2023-01-06 01:00:00+00:00,35,113
122,2023-01-06 02:00:00+00:00,26,120
123,2023-01-06 03:00:00+00:00,23,85
124,2023-01-06 04:00:00+00:00,33,140
125,2023-01-06 05:00:00+00:00,69,344
126,2023-01-06 06:00:00+00:00,216,966
127,2023-01-06 07:00:00+00:00,646,2152
128,2023-01-06 08:00:00+00:00,905,2753
129,2023-01-06 09:00:00+00:00,718,1932
130,2023-01-06 10:00:00+00:00,620,1797
131,2023-01-06 11:00:00+00:00,669,1993
132,2023-01-06 12:00:00+00:00,711,2121
133,2023-01-06 13:00:00+00:00,770,2312
134,2023-01-06 14:00:00+00:00,745,2470
135,2023-01-06 15:00:00+00:00,787,2721
136,2023-01-06 16:00:00+00:00,845,2734
137,2023-01-06 17:00:00+00:00,874,2480
138,2023-01-06 18:00:00+00:00,734,2103
139,2023-01-06 19:00:00+00:00,609,1647
140,2023-01-06 20:00:00+00:00,476,1130
141,2023-01-06 21:00:00+00:00,397,1323
142,2023-01-06 22:00:00+00:00,320,989
143,2023-01-06 23:00:00+00:00,155,657
144,2023-01-07 00:00:00+00:00,128,463
145,2023-01-07 01:00:00+00:00,109,307
146,2023-01-07 02:00:00+00:00,101,216
147,2023-01-07 03:00:00+00:00,52,246
148,2023-01-07 04:00:00+00:00,44,155
149,2023-01-07 05:00:00+00:00,35,214
150,2023-01-07 06:00:00+00:00,99,403
151,2023-01-07 07:00:00+00:00,207,599
152,2023-01-07 08:00:00+00:00,299,1046
153,2023-01-07 09:00:00+00:00,444,1529
154,2023-01-07 10:00:00+00:00,541,1794
155,2023-01-07 11:00:00+00:00,585,2227
156,2023-01-07 12:00:00+00:00,647,2411
157,2023-01-07 13:00:00+00:00,705,2390
158,2023-01-07 14:00:00+00:00,583,2402
159,2023-01-07 15:00:00+00:00,564,2220
160,2023-01-07 16:00:00+00:00,580,2132
161,2023-01-07 17:00:00+00:00,534,2008
162,2023-01-07 18:00:00+00:00,520,1625
163,2023-01-07 19:00:00+00:00,482,1430
164,2023-01-07 20:00:00+00:00,382,1017
165,2023-01-07 21:00:00+00:00,251,704
166,2023-01-07 22:00:00+00:00,244,586
167,2023-01-07 23:00:00+00:00,198,486
168,2023-01-08 00:00:00+00:00,59,357
169,2023-01-08 01:00:00+00:00,52,284
170,2023-01-08 02:00:00+00:00,28,239
171,2023-01-08 03:00:00+00:00,23,166
172,2023-01-08 04:00:00+00:00,28,111
173,2023-01-08 05:00:00+00:00,49,165
174,2023-01-08 06:00:00+00:00,214,249
175,2023-01-08 07:00:00+00:00,617,425
176,2023-01-08 08:00:00+00:00,749,519
177,2023-01-08 09:00:00+00:00,645,763
178,2023-01-08 10:00:00+00:00,589,1278
179,2023-01-08 11:00:00+00:00,625,1568
180,2023-01-08 12:00:00+00:00,640,1949
181,2023-01-08 13:00:00+00:00,652,2110
182,2023-01-08 14:00:00+00:00,683,2057
183,2023-01-08 15:00:00+00:00,702,2057
184,2023-01-08 16:00:00+00:00,839,1946
185,2023-01-08 17:00:00+00:00,822,1791
186,2023-01-08 18:00:00+00:00,570,1387
187,2023-01-08 19:00:00+00:00,483,1117
188,2023-01-08 20:00:00+00:00,374,854
189,2023-01-08 21:00:00+00:00,293,573
190,2023-01-08 22:00:00+00:00,187,488
191,2023-01-08 23:00:00+00:00,124,237
192,2023-01-09 00:00:00+00:00,73,215
193,2023-01-09 01:00:00+00:00,32,92
194,2023-01-09 02:00:00+00:00,38,84
195,2023-01-09 03:00:00+00:00,21,94
196,2023-01-09 04:00:00+00:00,26,138
197,2023-01-09 05:00:00+00:00,50,372
198,2023-01-09 06:00:00+00:00,223,1009
199,2023-01-09 07:00:00+00:00,682,2445
200,2023-01-09 08:00:00+00:00,916,2942
201,2023-01-09 09:00:00+00:00,738,1981
202,2023-01-09 10:00:00+00:00,583,1773
203,2023-01-09 11:00:00+00:00,736,1824
204,2023-01-09 12:00:00+00:00,742,1921
205,2023-01-09 13:00:00+00:00,789,2031
206,2023-01-09 14:00:00+00:00,731,2259
207,2023-01-09 15:00:00+00:00,843,2542
208,2023-01-09 16:00:00+00:00,774,2746
209,2023-01-09 17:00:00+00:00,741,2661
210,2023-01-09 18:00:00+00:00,656,1934
211,2023-01-09 19:00:00+00:00,542,1572
212,2023-01-09 20:00:00+00:00,544,1063
213,2023-01-09 21:00:00+00:00,308,806
214,2023-01-09 22:00:00+00:00,226,452
215,2023-01-09 23:00:00+00:00,158,297
216,2023-01-10 00:00:00+00:00,212,235
217,2023-01-10 01:00:00+00:00,155,111
218,2023-01-10 02:00:00+00:00,130,79
219,2023-01-10 03:00:00+00:00,102,79
220,2023-01-10 04:00:00+00:00,28,121
221,2023-01-10 05:00:00+00:00,27,392
222,2023-01-10 06:00:00+00:00,58,1091
223,2023-01-10 07:00:00+00:00,131,2496
224,2023-01-10 08:00:00+00:00,198,2737
225,2023-01-10 09:00:00+00:00,245,2187
226,2023-01-10 10:00:00+00:00,427,1724
227,2023-01-10 11:00:00+00:00,585,1755
228,2023-01-10 12:00:00+00:00,604,1835
229,2023-01-10 13:00:00+00:00,657,2021
230,2023-01-10 14:00:00+00:00,689,2116
231,2023-01-10 15:00:00+00:00,623,2587
232,2023-01-10 16:00:00+00:00,612,2925
233,2023-01-10 17:00:00+00:00,619,2791
234,2023-01-10 18:00:00+00:00,533,2238
235,2023-01-10 19:00:00+00:00,489,1654
236,2023-01-10 20:00:00+00:00,382,1117
237,2023-01-10 21:00:00+00:00,261,1427
238,2023-01-10 22:00:00+00:00,209,907
239,2023-01-10 23:00:00+00:00,126,582
240,2023-01-11 00:00:00+00:00,181,289
241,2023-01-11 01:00:00+00:00,134,226
242,2023-01-11 02:00:00+00:00,124,196
243,2023-01-11 03:00:00+00:00,55,195
244,2023-01-11 04:00:00+00:00,28,151
245,2023-01-11 05:00:00+00:00,65,388
246,2023-01-11 06:00:00+00:00,202,1163
247,2023-01-11 07:00:00+00:00,656,2529
248,2023-01-11 08:00:00+00:00,863,2811
249,2023-01-11 09:00:00+00:00,679,2289
250,2023-01-11 10:00:00+00:00,625,1811
251,2023-01-11 11:00:00+00:00,629,1869
252,2023-01-11 12:00:00+00:00,692,2175
253,2023-01-11 13:00:00+00:00,768,2482
254,2023-01-11 14:00:00+00:00,713,2393
255,2023-01-11 15:00:00+00:00,834,2471
256,2023-01-11 16:00:00+00:00,854,2748
257,2023-01-11 17:00:00+00:00,836,2842
258,2023-01-11 18:00:00+00:00,684,2296
259,2023-01-11 19:00:00+00:00,543,1667
260,2023-01-11 20:00:00+00:00,419,1130
261,2023-01-11 21:00:00+00:00,290,1390
262,2023-01-11 22:00:00+00:00,211,906
263,2023-01-11 23:00:00+00:00,135,589
264,2023-01-12 00:00:00+00:00,179,338
265,2023-01-12 01:00:00+00:00,125,255
266,2023-01-12 02:00:00+00:00,92,255
267,2023-01-12 03:00:00+00:00,41,196
268,2023-01-12 04:00:00+00:00,32,115
269,2023-01-12 05:00:00+00:00,49,405
270,2023-01-12 06:00:00+00:00,198,1131
271,2023-01-12 07:00:00+00:00,650,2512
272,2023-01-12 08:00:00+00:00,952,2881
273,2023-01-12 09:00:00+00:00,681,2432
274,2023-01-12 10:00:00+00:00,653,1977
275,2023-01-12 11:00:00+00:00,731,2028
276,2023-01-12 12:00:00+00:00,781,2061
277,2023-01-12 13:00:00+00:00,775,2197
278,2023-01-12 14:00:00+00:00,891,2324
279,2023-01-12 15:00:00+00:00,954,2541
280,2023-01-12 16:00:00+00:00,938,2668
281,2023-01-12 17:00:00+00:00,865,2720
282,2023-01-12 18:00:00+00:00,752,2352
283,2023-01-12 19:00:00+00:00,684,1832
284,2023-01-12 20:00:00+00:00,454,1272
285,2023-01-12 21:00:00+00:00,327,1062
286,2023-01-12 22:00:00+00:00,326,577
287,2023-01-12 23:00:00+00:00,295,417
288,2023-01-13 00:00:00+00:00,91,247
289,2023-01-13 01:00:00+00:00,39,156
290,2023-01-13 02:00:00+00:00,40,138
291,2023-01-13 03:00:00+00:00,24,116
292,2023-01-13 04:00:00+00:00,22,167
293,2023-01-13 05:00:00+00:00,54,364
294,2023-01-13 06:00:00+00:00,181,1036
295,2023-01-13 07:00:00+00:00,674,2328
296,2023-01-13 08:00:00+00:00,879,2939
297,2023-01-13 09:00:00+00:00,656,2153
298,2023-01-13 10:00:00+00:00,575,1968
299,2023-01-13 11:00:00+00:00,639,2062
300,2023-01-13 12:00:00+00:00,688,2270
301,2023-01-13 13:00:00+00:00,683,2360
302,2023-01-13 14:00:00+00:00,741,2483
303,2023-01-13 15:00:00+00:00,812,2828
304,2023-01-13 16:00:00+00:00,859,2686
305,2023-01-13 17:00:00+00:00,768,2595
306,2023-01-13 18:00:00+00:00,634,2240
307,2023-01-13 19:00:00+00:00,502,1820
308,2023-01-13 20:00:00+00:00,372,1348
309,2023-01-13 21:00:00+00:00,272,927
310,2023-01-13 22:00:00+00:00,193,616
311,2023-01-13 23:00:00+00:00,158,479
312,2023-01-14 00:00:00+00:00,124,391
313,2023-01-14 01:00:00+00:00,83,292
314,2023-01-14 02:00:00+00:00,47,186
315,2023-01-14 03:00:00+00:00,55,183
316,2023-01-14 04:00:00+00:00,23,135
317,2023-01-14 05:00:00+00:00,33,206
318,2023-01-14 06:00:00+00:00,97,406
319,2023-01-14 07:00:00+00:00,199,719
320,2023-01-14 08:00:00+00:00,319,1152
321,2023-01-14 09:00:00+00:00,468,1823
322,2023-01-14 10:00:00+00:00,545,2124
323,2023-01-14 11:00:00+00:00,676,2400
324,2023-01-14 12:00:00+00:00,747,2646
325,2023-01-14 13:00:00+00:00,730,2524
326,2023-01-14 14:00:00+00:00,636,2371
327,2023-01-14 15:00:00+00:00,661,2342
328,2023-01-14 16:00:00+00:00,639,2206
329,2023-01-14 17:00:00+00:00,605,2037
330,2023-01-14 18:00:00+00:00,490,1764
331,2023-01-14 19:00:00+00:00,492,1571
332,2023-01-14 20:00:00+00:00,337,1047
333,2023-01-14 21:00:00+00:00,250,869
334,2023-01-14 22:00:00+00:00,220,669
335,2023-01-14 23:00:00+00:00,151,548
336,2023-01-15 00:00:00+00:00,148,438
337,2023-01-15 01:00:00+00:00,111,382
338,2023-01-15 02:00:00+00:00,119,271
339,2023-01-15 03:00:00+00:00,81,221
340,2023-01-15 04:00:00+00:00,37,103
341,2023-01-15 05:00:00+00:00,21,114
342,2023-01-15 06:00:00+00:00,51,260
343,2023-01-15 07:00:00+00:00,107,421
344,2023-01-15 08:00:00+00:00,161,568
345,2023-01-15 09:00:00+00:00,265,847
346,2023-01-15 10:00:00+00:00,372,1341
347,2023-01-15 11:00:00+00:00,541,1657
348,2023-01-15 12:00:00+00:00,595,2074
349,2023-01-15 13:00:00+00:00,635,2248
350,2023-01-15 14:00:00+00:00,672,2321
351,2023-01-15 15:00:00+00:00,635,2287
352,2023-01-15 16:00:00+00:00,626,2255
353,2023-01-15 17:00:00+00:00,599,1784
354,2023-01-15 18:00:00+00:00,427,1554
355,2023-01-15 19:00:00+00:00,398,1178
356,2023-01-15 20:00:00+00:00,243,834
357,2023-01-15 21:00:00+00:00,170,647
358,2023-01-15 22:00:00+00:00,111,433
359,2023-01-15 23:00:00+00:00,75,270
360,2023-01-16 00:00:00+00:00,63,196
361,2023-01-16 01:00:00+00:00,25,95
362,2023-01-16 02:00:00+00:00,27,81
363,2023-01-16 03:00:00+00:00,22,78
364,2023-01-16 04:00:00+00:00,25,126
365,2023-01-16 05:00:00+00:00,56,371
366,2023-01-16 06:00:00+00:00,178,1003
367,2023-01-16 07:00:00+00:00,639,2425
368,2023-01-16 08:00:00+00:00,1009,2887
369,2023-01-16 09:00:00+00:00,677,2153
370,2023-01-16 10:00:00+00:00,579,1726
371,2023-01-16 11:00:00+00:00,582,1877
372,2023-01-16 12:00:00+00:00,654,1962
373,2023-01-16 13:00:00+00:00,660,2031
374,2023-01-16 14:00:00+00:00,700,2215
375,2023-01-16 15:00:00+00:00,792,2613
376,2023-01-16 16:00:00+00:00,958,2823
377,2023-01-16 17:00:00+00:00,881,2658
378,2023-01-16 18:00:00+00:00,617,2014
379,2023-01-16 19:00:00+00:00,414,1543
380,2023-01-16 20:00:00+00:00,349,1057
381,2023-01-16 21:00:00+00:00,237,714
382,2023-01-16 22:00:00+00:00,140,421
383,2023-01-16 23:00:00+00:00,68,289
384,2023-01-17 00:00:00+00:00,47,203
385,2023-01-17 01:00:00+00:00,44,120
386,2023-01-17 02:00:00+00:00,31,98
387,2023-01-17 03:00:00+00:00,27,74
388,2023-01-17 04:00:00+00:00,20,152
389,2023-01-17 05:00:00+00:00,47,376
390,2023-01-17 06:00:00+00:00,165,1047
391,2023-01-17 07:00:00+00:00,641,2484
392,2023-01-17 08:00:00+00:00,949,2874
393,2023-01-17 09:00:00+00:00,757,2287
394,2023-01-17 10:00:00+00:00,564,1883
395,2023-01-17 11:00:00+00:00,578,1853
396,2023-01-17 12:00:00+00:00,658,1978
397,2023-01-17 13:00:00+00:00,676,1966
398,2023-01-17 14:00:00+00:00,660,2094
399,2023-01-17 15:00:00+00:00,864,2546
400,2023-01-17 16:00:00+00:00,966,2754
401,2023-01-17 17:00:00+00:00,888,2748
402,2023-01-17 18:00:00+00:00,676,2119
403,2023-01-17 19:00:00+00:00,518,1694
404,2023-01-17 20:00:00+00:00,375,1125
405,2023-01-17 21:00:00+00:00,324,920
406,2023-01-17 22:00:00+00:00,163,541
407,2023-01-17 23:00:00+00:00,88,268
408,2023-01-18 00:00:00+00:00,70,177
409,2023-01-18 01:00:00+00:00,39,106
410,2023-01-18 02:00:00+00:00,29,123
411,2023-01-18 03:00:00+00:00,17,100
412,2023-01-18 04:00:00+00:00,29,109
413,2023-01-18 05:00:00+00:00,59,381
414,2023-01-18 06:00:00+00:00,178,1031
415,2023-01-18 07:00:00+00:00,699,2465
416,2023-01-18 08:00:00+00:00,993,2874
417,2023-01-18 09:00:00+00:00,760,2300
418,2023-01-18 10:00:00+00:00,571,1896
419,2023-01-18 11:00:00+00:00,573,1925
420,2023-01-18 12:00:00+00:00,716,2064
421,2023-01-18 13:00:00+00:00,826,2436
422,2023-01-18 14:00:00+00:00,711,2361
423,2023-01-18 15:00:00+00:00,784,2381
424,2023-01-18 16:00:00+00:00,857,2815
425,2023-01-18 17:00:00+00:00,860,2834
426,2023-01-18 18:00:00+00:00,651,2394
427,2023-01-18 19:00:00+00:00,493,1797
428,2023-01-18 20:00:00+00:00,403,1185
429,2023-01-18 21:00:00+00:00,297,881
430,2023-01-18 22:00:00+00:00,162,570
431,2023-01-18 23:00:00+00:00,82,365
432,2023-01-19 00:00:00+00:00,52,221
433,2023-01-19 01:00:00+00:00,34,102
434,2023-01-19 02:00:00+00:00,57,89
435,2023-01-19 03:00:00+00:00,29,86
436,2023-01-19 04:00:00+00:00,18,145
437,2023-01-19 05:00:00+00:00,43,399
438,2023-01-19 06:00:00+00:00,194,1097
439,2023-01-19 07:00:00+00:00,683,2486
440,2023-01-19 08:00:00+00:00,983,2798
441,2023-01-19 09:00:00+00:00,781,2369
442,2023-01-19 10:00:00+00:00,558,1938
443,2023-01-19 11:00:00+00:00,608,2010
444,2023-01-19 12:00:00+00:00,623,2138
445,2023-01-19 13:00:00+00:00,747,2222
446,2023-01-19 14:00:00+00:00,702,2352
447,2023-01-19 15:00:00+00:00,853,2682
448,2023-01-19 16:00:00+00:00,915,2841
449,2023-01-19 17:00:00+00:00,864,2857
450,2023-01-19 18:00:00+00:00,741,2383
451,2023-01-19 19:00:00+00:00,650,1948
452,2023-01-19 20:00:00+00:00,485,1349
453,2023-01-19 21:00:00+00:00,324,975
454,2023-01-19 22:00:00+00:00,222,717
455,2023-01-19 23:00:00+00:00,151,429
456,2023-01-20 00:00:00+00:00,76,280
457,2023-01-20 01:00:00+00:00,96,200
458,2023-01-20 02:00:00+00:00,90,181
459,2023-01-20 03:00:00+00:00,52,140
460,2023-01-20 04:00:00+00:00,20,149
461,2023-01-20 05:00:00+00:00,57,376
462,2023-01-20 06:00:00+00:00,204,1037
463,2023-01-20 07:00:00+00:00,652,2305
464,2023-01-20 08:00:00+00:00,915,2825
465,2023-01-20 09:00:00+00:00,726,2267
466,2023-01-20 10:00:00+00:00,596,2024
467,2023-01-20 11:00:00+00:00,658,2140
468,2023-01-20 12:00:00+00:00,678,2260
469,2023-01-20 13:00:00+00:00,786,2483
470,2023-01-20 14:00:00+00:00,757,2571
471,2023-01-20 15:00:00+00:00,906,2901
472,2023-01-20 16:00:00+00:00,878,2859
473,2023-01-20 17:00:00+00:00,828,2756
474,2023-01-20 18:00:00+00:00,587,2260
475,2023-01-20 19:00:00+00:00,542,1925
476,2023-01-20 20:00:00+00:00,406,1428
477,2023-01-20 21:00:00+00:00,277,1016
478,2023-01-20 22:00:00+00:00,212,728
479,2023-01-20 23:00:00+00:00,153,537
480,2023-01-21 00:00:00+00:00,129,390
481,2023-01-21 01:00:00+00:00,81,275
482,2023-01-21 02:00:00+00:00,86,227
483,2023-01-21 03:00:00+00:00,38,194
484,2023-01-21 04:00:00+00:00,29,164
485,2023-01-21 05:00:00+00:00,38,208
486,2023-01-21 06:00:00+00:00,82,418
487,2023-01-21 07:00:00+00:00,204,727
488,2023-01-21 08:00:00+00:00,347,1155
489,2023-01-21 09:00:00+00:00,464,1755
490,2023-01-21 10:00:00+00:00,604,2097
491,2023-01-21 11:00:00+00:00,672,2465
492,2023-01-21 12:00:00+00:00,761,2587
493,2023-01-21 13:00:00+00:00,774,2569
494,2023-01-21 14:00:00+00:00,692,2474
495,2023-01-21 15:00:00+00:00,661,2362
496,2023-01-21 16:00:00+00:00,668,2280
497,2023-01-21 17:00:00+00:00,663,2052
498,2023-01-21 18:00:00+00:00,557,1785
499,2023-01-21 19:00:00+00:00,497,1556
500,2023-01-21 20:00:00+00:00,310,1078
501,2023-01-21 21:00:00+00:00,242,717
502,2023-01-21 22:00:00+00:00,194,642
503,2023-01-21 23:00:00+00:00,184,577
504,2023-01-22 00:00:00+00:00,161,432
505,2023-01-22 01:00:00+00:00,146,379
506,2023-01-22 02:00:00+00:00,127,292
507,2023-01-22 03:00:00+00:00,93,206
508,2023-01-22 04:00:00+00:00,43,125
509,2023-01-22 05:00:00+00:00,22,121
510,2023-01-22 06:00:00+00:00,63,267
511,2023-01-22 07:00:00+00:00,117,455
512,2023-01-22 08:00:00+00:00,166,551
513,2023-01-22 09:00:00+00:00,266,872
514,2023-01-22 10:00:00+00:00,355,1227
515,2023-01-22 11:00:00+00:00,488,1619
516,2023-01-22 12:00:00+00:00,579,2117
517,2023-01-22 13:00:00+00:00,604,2109
518,2023-01-22 14:00:00+00:00,657,2204
519,2023-01-22 15:00:00+00:00,571,2140
520,2023-01-22 16:00:00+00:00,557,2027
521,2023-01-22 17:00:00+00:00,520,1910
522,2023-01-22 18:00:00+00:00,484,1513
523,2023-01-22 19:00:00+00:00,399,1235
524,2023-01-22 20:00:00+00:00,330,999
525,2023-01-22 21:00:00+00:00,251,715
526,2023-01-22 22:00:00+00:00,153,452
527,2023-01-22 23:00:00+00:00,74,277
528,2023-01-23 00:00:00+00:00,51,207
529,2023-01-23 01:00:00+00:00,32,92
530,2023-01-23 02:00:00+00:00,24,91
531,2023-01-23 03:00:00+00:00,18,88
532,2023-01-23 04:00:00+00:00,17,130
533,2023-01-23 05:00:00+00:00,57,321
534,2023-01-23 06:00:00+00:00,196,1087
535,2023-01-23 07:00:00+00:00,651,2436
536,2023-01-23 08:00:00+00:00,1005,2857
537,2023-01-23 09:00:00+00:00,803,2241
538,2023-01-23 10:00:00+00:00,647,1846
539,2023-01-23 11:00:00+00:00,636,1852
540,2023-01-23 12:00:00+00:00,632,1915
541,2023-01-23 13:00:00+00:00,668,2097
542,2023-01-23 14:00:00+00:00,688,2263
543,2023-01-23 15:00:00+00:00,872,2580
544,2023-01-23 16:00:00+00:00,977,2661
545,2023-01-23 17:00:00+00:00,944,2789
546,2023-01-23 18:00:00+00:00,574,2161
547,2023-01-23 19:00:00+00:00,576,1621
548,2023-01-23 20:00:00+00:00,405,1174
549,2023-01-23 21:00:00+00:00,275,752
550,2023-01-23 22:00:00+00:00,147,520
551,2023-01-23 23:00:00+00:00,72,318
552,2023-01-24 00:00:00+00:00,51,208
553,2023-01-24 01:00:00+00:00,32,73
554,2023-01-24 02:00:00+00:00,22,86
555,2023-01-24 03:00:00+00:00,10,61
556,2023-01-24 04:00:00+00:00,19,131
557,2023-01-24 05:00:00+00:00,55,417
558,2023-01-24 06:00:00+00:00,199,1142
559,2023-01-24 07:00:00+00:00,674,2525
560,2023-01-24 08:00:00+00:00,1027,2923
561,2023-01-24 09:00:00+00:00,831,2478
562,2023-01-24 10:00:00+00:00,651,1846
563,2023-01-24 11:00:00+00:00,670,1926
564,2023-01-24 12:00:00+00:00,671,2063
565,2023-01-24 13:00:00+00:00,662,1932
566,2023-01-24 14:00:00+00:00,709,2198
567,2023-01-24 15:00:00+00:00,893,2562
568,2023-01-24 16:00:00+00:00,968,2907
569,2023-01-24 17:00:00+00:00,910,2836
570,2023-01-24 18:00:00+00:00,793,2341
571,2023-01-24 19:00:00+00:00,586,1792
572,2023-01-24 20:00:00+00:00,441,1185
573,2023-01-24 21:00:00+00:00,392,898
574,2023-01-24 22:00:00+00:00,187,633
575,2023-01-24 23:00:00+00:00,85,313
576,2023-01-25 00:00:00+00:00,53,180
577,2023-01-25 01:00:00+00:00,32,95
578,2023-01-25 02:00:00+00:00,29,80
579,2023-01-25 03:00:00+00:00,11,61
580,2023-01-25 04:00:00+00:00,17,135
581,2023-01-25 05:00:00+00:00,64,427
582,2023-01-25 06:00:00+00:00,215,1188
583,2023-01-25 07:00:00+00:00,675,2509
584,2023-01-25 08:00:00+00:00,1035,2961
585,2023-01-25 09:00:00+00:00,821,2342
586,2023-01-25 10:00:00+00:00,596,1868
587,2023-01-25 11:00:00+00:00,679,1863
588,2023-01-25 12:00:00+00:00,707,2065
589,2023-01-25 13:00:00+00:00,812,2364
590,2023-01-25 14:00:00+00:00,774,2283
591,2023-01-25 15:00:00+00:00,857,2447
592,2023-01-25 16:00:00+00:00,896,2758
