,2023-04-01,2023-04-02,2023-04-03,2023-04-04,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25,2023-04-26,2023-04-27,2023-04-28,2023-04-29,2023-04-30,Workday,7 Day,Count
00:00:00,7,1,1,2,3,3,5,2,0,4,3,18,34,5,6,2,4,1,6,5,23,7,3,3,3,3,1,5,6,2,7,6,168
01:00:00,5,3,2,5,5,6,6,3,1,2,1,19,24,6,4,2,2,1,5,5,23,7,3,5,3,5,5,3,4,0,7,6,165
02:00:00,5,2,4,5,5,17,6,9,0,5,9,28,40,9,4,1,5,4,5,6,26,12,3,5,9,8,5,8,5,3,10,9,253
03:00:00,10,1,12,8,6,22,13,6,0,8,3,39,30,9,13,1,9,8,9,5,37,17,0,6,9,7,7,8,13,0,13,11,316
04:00:00,10,0,14,17,15,14,11,8,0,6,11,13,15,14,9,0,12,15,13,19,30,17,1,11,10,20,11,14,7,2,14,12,339
05:00:00,13,4,19,16,20,18,25,18,1,9,25,23,18,24,22,6,23,26,27,18,34,17,6,18,26,29,22,29,15,7,22,19,558
06:00:00,20,4,17,26,33,30,28,15,2,5,28,32,43,32,18,1,31,41,29,40,32,29,5,20,32,31,27,31,16,7,29,24,705
07:00:00,11,3,32,30,38,34,29,21,2,10,41,37,36,39,30,7,34,36,40,26,40,35,3,24,38,36,37,31,27,2,33,28,809
08:00:00,13,1,33,28,33,34,29,17,3,5,20,34,32,26,18,7,27,25,20,27,33,27,2,27,29,26,34,35,19,4,28,23,668
09:00:00,8,1,32,33,36,29,31,21,0,5,32,36,22,38,15,3,39,34,35,35,34,37,4,35,38,35,35,42,18,2,33,27,765
10:00:00,13,0,35,31,30,37,33,22,2,7,51,50,40,34,15,2,40,41,41,46,40,33,2,48,34,50,31,42,14,3,38,30,867
11:00:00,17,3,45,39,43,35,34,11,3,10,51,49,46,48,35,4,33,45,55,48,37,29,3,46,36,55,50,37,12,2,42,33,961
12:00:00,10,1,29,30,41,36,26,21,3,9,41,43,27,34,15,4,34,34,40,52,34,20,3,38,57,37,45,36,9,2,36,28,811
13:00:00,8,4,26,32,26,32,23,9,1,6,32,36,46,35,4,5,35,30,26,37,31,14,2,17,37,36,34,32,9,1,30,23,666
14:00:00,5,2,29,32,33,40,25,13,0,6,30,34,33,38,12,3,33,35,27,23,29,17,1,25,32,22,34,29,14,2,29,23,658
15:00:00,4,2,35,32,35,25,27,4,0,4,32,37,25,33,9,2,35,40,38,35,29,18,7,33,31,34,27,27,8,3,31,24,671
16:00:00,4,2,17,15,20,19,18,3,0,9,17,24,40,15,9,3,27,22,25,25,17,17,0,23,15,19,23,23,5,1,21,16,457
17:00:00,3,4,12,22,18,15,8,7,4,6,18,17,20,16,9,5,11,33,4,35,16,18,3,11,15,12,11,15,10,1,16,13,379
18:00:00,6,3,9,23,18,11,9,4,3,8,21,8,15,5,8,3,11,19,10,28,9,3,1,12,12,13,11,6,2,6,13,10,297
19:00:00,4,4,9,11,12,12,4,4,2,13,18,7,4,16,5,4,8,10,6,8,11,5,7,11,13,4,1,6,3,5,9,8,227
20:00:00,3,5,5,6,11,6,8,2,0,6,9,6,8,3,4,6,6,8,5,11,7,1,7,11,6,3,4,7,4,3,7,6,171
21:00:00,2,2,7,6,5,5,9,1,2,5,22,23,11,5,6,3,7,5,8,11,12,2,1,10,9,5,7,7,1,2,9,7,201
22:00:00,1,4,9,2,9,6,2,1,2,4,16,23,7,9,2,6,3,7,2,15,7,3,2,6,4,2,14,6,2,4,8,6,180
23:00:00,2,4,3,5,7,7,4,1,3,7,17,26,6,5,4,2,3,5,5,23,9,2,2,3,7,2,3,3,3,0,8,6,173
