,datetime,personal,heavy_goods
3533,2023-05-28 05:00:00+01:00,78,12
3534,2023-05-28 06:00:00+01:00,142,17
3535,2023-05-28 07:00:00+01:00,282,30
3536,2023-05-28 08:00:00+01:00,390,65
3537,2023-05-28 09:00:00+01:00,659,53
3538,2023-05-28 10:00:00+01:00,989,85
3539,2023-05-28 11:00:00+01:00,1397,95
3540,2023-05-28 12:00:00+01:00,1421,111
3541,2023-05-28 13:00:00+01:00,1621,100
3542,2023-05-28 14:00:00+01:00,1466,88
3543,2023-05-28 15:00:00+01:00,1437,91
3544,2023-05-28 16:00:00+01:00,1223,75
3545,2023-05-28 17:00:00+01:00,1102,66
3546,2023-05-28 18:00:00+01:00,1210,76
3547,2023-05-28 19:00:00+01:00,1037,69
3548,2023-05-28 20:00:00+01:00,926,49
3549,2023-05-28 21:00:00+01:00,685,57
3550,2023-05-28 22:00:00+01:00,454,25
3551,2023-05-28 23:00:00+01:00,315,26
3552,2023-05-29 00:00:00+01:00,104,14
3553,2023-05-29 01:00:00+01:00,64,10
3554,2023-05-29 02:00:00+01:00,40,14
3555,2023-05-29 03:00:00+01:00,56,25
3556,2023-05-29 04:00:00+01:00,81,36
3557,2023-05-29 05:00:00+01:00,241,89
3558,2023-05-29 06:00:00+01:00,730,238
3559,2023-05-29 07:00:00+01:00,1456,361
3560,2023-05-29 08:00:00+01:00,1698,365
3561,2023-05-29 09:00:00+01:00,1100,355
3562,2023-05-29 10:00:00+01:00,984,282
3563,2023-05-29 11:00:00+01:00,941,272
3564,2023-05-29 12:00:00+01:00,1093,309
3565,2023-05-29 13:00:00+01:00,1171,289
3566,2023-05-29 14:00:00+01:00,1161,255
3567,2023-05-29 15:00:00+01:00,1359,376
3568,2023-05-29 16:00:00+01:00,1550,322
3569,2023-05-29 17:00:00+01:00,1761,276
3570,2023-05-29 18:00:00+01:00,1313,175
3571,2023-05-29 19:00:00+01:00,977,117
3572,2023-05-29 20:00:00+01:00,681,57
3573,2023-05-29 21:00:00+01:00,509,43
3574,2023-05-29 22:00:00+01:00,371,21
3575,2023-05-29 23:00:00+01:00,287,31
3576,2023-05-30 00:00:00+01:00,83,17
3577,2023-05-30 01:00:00+01:00,47,12
3578,2023-05-30 02:00:00+01:00,60,20
3579,2023-05-30 03:00:00+01:00,54,30
3580,2023-05-30 04:00:00+01:00,73,47
3581,2023-05-30 05:00:00+01:00,245,105
3582,2023-05-30 06:00:00+01:00,768,217
3583,2023-05-30 07:00:00+01:00,1581,430
3584,2023-05-30 08:00:00+01:00,1763,350
3585,2023-05-30 09:00:00+01:00,1202,350
3586,2023-05-30 10:00:00+01:00,989,283
3587,2023-05-30 11:00:00+01:00,971,269
3588,2023-05-30 12:00:00+01:00,1108,251
3589,2023-05-30 13:00:00+01:00,1113,274
3590,2023-05-30 14:00:00+01:00,1173,283
3591,2023-05-30 15:00:00+01:00,1321,366
3592,2023-05-30 16:00:00+01:00,1654,323
3593,2023-05-30 17:00:00+01:00,1723,272
3594,2023-05-30 18:00:00+01:00,1341,161
3595,2023-05-30 19:00:00+01:00,1040,119
3596,2023-05-30 20:00:00+01:00,720,82
3597,2023-05-30 21:00:00+01:00,519,57
3598,2023-05-30 22:00:00+01:00,336,39
3599,2023-05-30 23:00:00+01:00,182,42
3600,2023-05-31 00:00:00+01:00,74,13
3601,2023-05-31 01:00:00+01:00,40,13
3602,2023-05-31 02:00:00+01:00,50,15
3603,2023-05-31 03:00:00+01:00,46,32
3604,2023-05-31 04:00:00+01:00,80,41
3605,2023-05-31 05:00:00+01:00,251,122
3606,2023-05-31 06:00:00+01:00,739,217
3607,2023-05-31 07:00:00+01:00,1551,432
3608,2023-05-31 08:00:00+01:00,1620,352
3609,2023-05-31 09:00:00+01:00,1177,317
3610,2023-05-31 10:00:00+01:00,1085,332
3611,2023-05-31 11:00:00+01:00,991,282
3612,2023-05-31 12:00:00+01:00,1056,266
3613,2023-05-31 13:00:00+01:00,1174,278
3614,2023-05-31 14:00:00+01:00,1242,308
3615,2023-05-31 15:00:00+01:00,1231,311
3616,2023-05-31 16:00:00+01:00,1562,325
3617,2023-05-31 17:00:00+01:00,1744,285
3618,2023-05-31 18:00:00+01:00,1383,170
3619,2023-05-31 19:00:00+01:00,1055,112
3620,2023-05-31 20:00:00+01:00,765,87
3621,2023-05-31 21:00:00+01:00,596,72
3622,2023-05-31 22:00:00+01:00,369,54
3623,2023-05-31 23:00:00+01:00,203,29
3624,2023-06-01 00:00:00+01:00,97,24
3625,2023-06-01 01:00:00+01:00,64,15
3626,2023-06-01 02:00:00+01:00,66,16
3627,2023-06-01 03:00:00+01:00,50,33
3628,2023-06-01 04:00:00+01:00,64,55
3629,2023-06-01 05:00:00+01:00,240,123
3630,2023-06-01 06:00:00+01:00,739,211
3631,2023-06-01 07:00:00+01:00,1479,429
3632,2023-06-01 08:00:00+01:00,1629,381
3633,2023-06-01 09:00:00+01:00,1133,373
3634,2023-06-01 10:00:00+01:00,968,303
3635,2023-06-01 11:00:00+01:00,980,277
3636,2023-06-01 12:00:00+01:00,1057,294
3637,2023-06-01 13:00:00+01:00,1194,278
3638,2023-06-01 14:00:00+01:00,1213,322
3639,2023-06-01 15:00:00+01:00,1268,329
3640,2023-06-01 16:00:00+01:00,1475,351
3641,2023-06-01 17:00:00+01:00,1773,290
3642,2023-06-01 18:00:00+01:00,1279,165
3643,2023-06-01 19:00:00+01:00,1052,119
3644,2023-06-01 20:00:00+01:00,853,90
3645,2023-06-01 21:00:00+01:00,567,70
3646,2023-06-01 22:00:00+01:00,373,44
3647,2023-06-01 23:00:00+01:00,248,38
3648,2023-06-02 00:00:00+01:00,125,14
3649,2023-06-02 01:00:00+01:00,73,13
3650,2023-06-02 02:00:00+01:00,90,21
3651,2023-06-02 03:00:00+01:00,73,31
3652,2023-06-02 04:00:00+01:00,102,62
3653,2023-06-02 05:00:00+01:00,223,86
3654,2023-06-02 06:00:00+01:00,657,216
3655,2023-06-02 07:00:00+01:00,1214,342
3656,2023-06-02 08:00:00+01:00,1445,345
3657,2023-06-02 09:00:00+01:00,1069,277
3658,2023-06-02 10:00:00+01:00,1074,282
3659,2023-06-02 11:00:00+01:00,1092,263
3660,2023-06-02 12:00:00+01:00,1276,284
3661,2023-06-02 13:00:00+01:00,1308,285
3662,2023-06-02 14:00:00+01:00,1414,275
3663,2023-06-02 15:00:00+01:00,1507,307
3664,2023-06-02 16:00:00+01:00,1573,275
3665,2023-06-02 17:00:00+01:00,1518,238
3666,2023-06-02 18:00:00+01:00,1353,122
3667,2023-06-02 19:00:00+01:00,1038,91
3668,2023-06-02 20:00:00+01:00,786,67
3669,2023-06-02 21:00:00+01:00,573,58
3670,2023-06-02 22:00:00+01:00,413,43
3671,2023-06-02 23:00:00+01:00,315,33
3672,2023-06-03 00:00:00+01:00,193,32
3673,2023-06-03 01:00:00+01:00,100,23
3674,2023-06-03 02:00:00+01:00,67,24
3675,2023-06-03 03:00:00+01:00,74,32
3676,2023-06-03 04:00:00+01:00,64,37
3677,2023-06-03 05:00:00+01:00,104,50
3678,2023-06-03 06:00:00+01:00,220,82
3679,2023-06-03 07:00:00+01:00,377,92
3680,2023-06-03 08:00:00+01:00,704,138
3681,2023-06-03 09:00:00+01:00,951,155
3682,2023-06-03 10:00:00+01:00,1236,154
3683,2023-06-03 11:00:00+01:00,1473,153
3684,2023-06-03 12:00:00+01:00,1639,152
3685,2023-06-03 13:00:00+01:00,1644,126
3686,2023-06-03 14:00:00+01:00,1353,108
3687,2023-06-03 15:00:00+01:00,1232,133
3688,2023-06-03 16:00:00+01:00,1074,108
3689,2023-06-03 17:00:00+01:00,1270,101
3690,2023-06-03 18:00:00+01:00,1141,98
3691,2023-06-03 19:00:00+01:00,934,65
3692,2023-06-03 20:00:00+01:00,668,51
3693,2023-06-03 21:00:00+01:00,457,36
3694,2023-06-03 22:00:00+01:00,398,39
3695,2023-06-03 23:00:00+01:00,349,28
3696,2023-06-04 00:00:00+01:00,253,14
3697,2023-06-04 01:00:00+01:00,118,21
3698,2023-06-04 02:00:00+01:00,98,7
3699,2023-06-04 03:00:00+01:00,78,10
3700,2023-06-04 04:00:00+01:00,69,7
3701,2023-06-04 05:00:00+01:00,97,15
3702,2023-06-04 06:00:00+01:00,221,29
3703,2023-06-04 07:00:00+01:00,424,28
3704,2023-06-04 08:00:00+01:00,384,39
3705,2023-06-04 09:00:00+01:00,520,25
3706,2023-06-04 10:00:00+01:00,810,66
3707,2023-06-04 11:00:00+01:00,1032,64
3708,2023-06-04 12:00:00+01:00,1246,68
3709,2023-06-04 13:00:00+01:00,1299,88
3710,2023-06-04 14:00:00+01:00,1202,90
3711,2023-06-04 15:00:00+01:00,1089,73
3712,2023-06-04 16:00:00+01:00,993,73
3713,2023-06-04 17:00:00+01:00,1003,46
3714,2023-06-04 18:00:00+01:00,954,66
3715,2023-06-04 19:00:00+01:00,848,73
3716,2023-06-04 20:00:00+01:00,642,43
3717,2023-06-04 21:00:00+01:00,441,32
3718,2023-06-04 22:00:00+01:00,362,26
3719,2023-06-04 23:00:00+01:00,275,17
3720,2023-06-05 00:00:00+01:00,189,13
3721,2023-06-05 01:00:00+01:00,112,12
3722,2023-06-05 02:00:00+01:00,98,12
3723,2023-06-05 03:00:00+01:00,119,23
3724,2023-06-05 04:00:00+01:00,77,19
3725,2023-06-05 05:00:00+01:00,85,32
3726,2023-06-05 06:00:00+01:00,165,35
3727,2023-06-05 07:00:00+01:00,313,51
3728,2023-06-05 08:00:00+01:00,423,69
3729,2023-06-05 09:00:00+01:00,594,75
3730,2023-06-05 10:00:00+01:00,968,93
3731,2023-06-05 11:00:00+01:00,1164,102
3732,2023-06-05 12:00:00+01:00,1295,105
3733,2023-06-05 13:00:00+01:00,1403,106
3734,2023-06-05 14:00:00+01:00,1279,124
3735,2023-06-05 15:00:00+01:00,1205,111
3736,2023-06-05 16:00:00+01:00,1163,96
3737,2023-06-05 17:00:00+01:00,1066,106
3738,2023-06-05 18:00:00+01:00,1026,70
3739,2023-06-05 19:00:00+01:00,1008,81
3740,2023-06-05 20:00:00+01:00,792,70
3741,2023-06-05 21:00:00+01:00,535,42
3742,2023-06-05 22:00:00+01:00,369,31
3743,2023-06-05 23:00:00+01:00,192,20
3744,2023-06-06 00:00:00+01:00,125,11
3745,2023-06-06 01:00:00+01:00,42,10
3746,2023-06-06 02:00:00+01:00,57,10
3747,2023-06-06 03:00:00+01:00,59,24
3748,2023-06-06 04:00:00+01:00,65,39
3749,2023-06-06 05:00:00+01:00,256,99
3750,2023-06-06 06:00:00+01:00,804,231
3751,2023-06-06 07:00:00+01:00,1503,363
3752,2023-06-06 08:00:00+01:00,1546,318
3753,2023-06-06 09:00:00+01:00,1139,341
3754,2023-06-06 10:00:00+01:00,1046,283
3755,2023-06-06 11:00:00+01:00,1038,256
3756,2023-06-06 12:00:00+01:00,1141,291
3757,2023-06-06 13:00:00+01:00,1155,264
3758,2023-06-06 14:00:00+01:00,1161,283
3759,2023-06-06 15:00:00+01:00,1278,379
3760,2023-06-06 16:00:00+01:00,1589,320
3761,2023-06-06 17:00:00+01:00,1802,260
3762,2023-06-06 18:00:00+01:00,1360,174
3763,2023-06-06 19:00:00+01:00,1022,114
3764,2023-06-06 20:00:00+01:00,770,73
3765,2023-06-06 21:00:00+01:00,510,60
3766,2023-06-06 22:00:00+01:00,333,43
3767,2023-06-06 23:00:00+01:00,194,24
3768,2023-06-07 00:00:00+01:00,93,27
3769,2023-06-07 01:00:00+01:00,42,19
3770,2023-06-07 02:00:00+01:00,49,14
3771,2023-06-07 03:00:00+01:00,46,36
3772,2023-06-07 04:00:00+01:00,64,41
3773,2023-06-07 05:00:00+01:00,257,116
3774,2023-06-07 06:00:00+01:00,751,220
3775,2023-06-07 07:00:00+01:00,1506,376
3776,2023-06-07 08:00:00+01:00,1716,361
3777,2023-06-07 09:00:00+01:00,1190,332
3778,2023-06-07 10:00:00+01:00,1003,291
3779,2023-06-07 11:00:00+01:00,1044,285
3780,2023-06-07 12:00:00+01:00,1118,270
3781,2023-06-07 13:00:00+01:00,1110,238
3782,2023-06-07 14:00:00+01:00,1161,264
3783,2023-06-07 15:00:00+01:00,1315,350
3784,2023-06-07 16:00:00+01:00,1643,341
3785,2023-06-07 17:00:00+01:00,1796,266
3786,2023-06-07 18:00:00+01:00,1413,163
3787,2023-06-07 19:00:00+01:00,1025,100
3788,2023-06-07 20:00:00+01:00,734,68
3789,2023-06-07 21:00:00+01:00,514,65
3790,2023-06-07 22:00:00+01:00,407,38
3791,2023-06-07 23:00:00+01:00,304,48
3792,2023-06-08 00:00:00+01:00,94,22
3793,2023-06-08 01:00:00+01:00,50,17
3794,2023-06-08 02:00:00+01:00,56,21
3795,2023-06-08 03:00:00+01:00,49,37
3796,2023-06-08 04:00:00+01:00,66,60
3797,2023-06-08 05:00:00+01:00,238,110
3798,2023-06-08 06:00:00+01:00,774,238
3799,2023-06-08 07:00:00+01:00,1495,414
3800,2023-06-08 08:00:00+01:00,1677,364
3801,2023-06-08 09:00:00+01:00,1260,361
3802,2023-06-08 10:00:00+01:00,976,287
3803,2023-06-08 11:00:00+01:00,974,257
3804,2023-06-08 12:00:00+01:00,1103,278
3805,2023-06-08 13:00:00+01:00,1212,263
3806,2023-06-08 14:00:00+01:00,1140,278
3807,2023-06-08 15:00:00+01:00,1413,348
3808,2023-06-08 16:00:00+01:00,1690,348
3809,2023-06-08 17:00:00+01:00,1808,301
3810,2023-06-08 18:00:00+01:00,1446,216
3811,2023-06-08 19:00:00+01:00,1012,141
3812,2023-06-08 20:00:00+01:00,803,83
3813,2023-06-08 21:00:00+01:00,585,53
3814,2023-06-08 22:00:00+01:00,464,50
3815,2023-06-08 23:00:00+01:00,268,36
3816,2023-06-09 00:00:00+01:00,137,22
3817,2023-06-09 01:00:00+01:00,59,25
3818,2023-06-09 02:00:00+01:00,58,18
3819,2023-06-09 03:00:00+01:00,66,37
3820,2023-06-09 04:00:00+01:00,62,53
3821,2023-06-09 05:00:00+01:00,229,106
3822,2023-06-09 06:00:00+01:00,690,218
3823,2023-06-09 07:00:00+01:00,1318,370
3824,2023-06-09 08:00:00+01:00,1586,324
3825,2023-06-09 09:00:00+01:00,1153,347
3826,2023-06-09 10:00:00+01:00,952,289
3827,2023-06-09 11:00:00+01:00,1044,281
3828,2023-06-09 12:00:00+01:00,1121,271
3829,2023-06-09 13:00:00+01:00,1353,292
3830,2023-06-09 14:00:00+01:00,1483,338
3831,2023-06-09 15:00:00+01:00,1592,311
3832,2023-06-09 16:00:00+01:00,1695,278
3833,2023-06-09 17:00:00+01:00,1685,217
3834,2023-06-09 18:00:00+01:00,1422,163
3835,2023-06-09 19:00:00+01:00,1033,125
3836,2023-06-09 20:00:00+01:00,780,89
3837,2023-06-09 21:00:00+01:00,626,53
3838,2023-06-09 22:00:00+01:00,468,43
3839,2023-06-09 23:00:00+01:00,356,35
3840,2023-06-10 00:00:00+01:00,177,22
3841,2023-06-10 01:00:00+01:00,116,19
3842,2023-06-10 02:00:00+01:00,82,17
3843,2023-06-10 03:00:00+01:00,81,34
3844,2023-06-10 04:00:00+01:00,70,18
3845,2023-06-10 05:00:00+01:00,118,57
3846,2023-06-10 06:00:00+01:00,223,80
3847,2023-06-10 07:00:00+01:00,400,125
3848,2023-06-10 08:00:00+01:00,655,141
3849,2023-06-10 09:00:00+01:00,922,143
3850,2023-06-10 10:00:00+01:00,1135,158
3851,2023-06-10 11:00:00+01:00,1308,121
3852,2023-06-10 12:00:00+01:00,1395,145
3853,2023-06-10 13:00:00+01:00,1412,160
3854,2023-06-10 14:00:00+01:00,1395,143
3855,2023-06-10 15:00:00+01:00,1296,101
3856,2023-06-10 16:00:00+01:00,1449,119
3857,2023-06-10 17:00:00+01:00,1332,83
3858,2023-06-10 18:00:00+01:00,1177,95
3859,2023-06-10 19:00:00+01:00,965,60
3860,2023-06-10 20:00:00+01:00,612,47
3861,2023-06-10 21:00:00+01:00,352,34
3862,2023-06-10 22:00:00+01:00,388,24
3863,2023-06-10 23:00:00+01:00,327,18
3864,2023-06-11 00:00:00+01:00,249,19
3865,2023-06-11 01:00:00+01:00,122,18
3866,2023-06-11 02:00:00+01:00,74,11
3867,2023-06-11 03:00:00+01:00,96,11
3868,2023-06-11 04:00:00+01:00,70,11
3869,2023-06-11 05:00:00+01:00,87,16
3870,2023-06-11 06:00:00+01:00,146,24
3871,2023-06-11 07:00:00+01:00,247,27
3872,2023-06-11 08:00:00+01:00,366,32
3873,2023-06-11 09:00:00+01:00,538,51
3874,2023-06-11 10:00:00+01:00,821,61
3875,2023-06-11 11:00:00+01:00,1063,76
3876,2023-06-11 12:00:00+01:00,1281,97
3877,2023-06-11 13:00:00+01:00,1495,95
3878,2023-06-11 14:00:00+01:00,1452,89
3879,2023-06-11 15:00:00+01:00,1369,88
3880,2023-06-11 16:00:00+01:00,1321,86
3881,2023-06-11 17:00:00+01:00,1378,92
3882,2023-06-11 18:00:00+01:00,1279,77
3883,2023-06-11 19:00:00+01:00,952,51
3884,2023-06-11 20:00:00+01:00,700,46
3885,2023-06-11 21:00:00+01:00,542,27
3886,2023-06-11 22:00:00+01:00,476,45
3887,2023-06-11 23:00:00+01:00,401,35
3888,2023-06-12 00:00:00+01:00,129,18
3889,2023-06-12 01:00:00+01:00,54,5
3890,2023-06-12 02:00:00+01:00,51,13
3891,2023-06-12 03:00:00+01:00,56,37
3892,2023-06-12 04:00:00+01:00,66,33
3893,2023-06-12 05:00:00+01:00,266,106
3894,2023-06-12 06:00:00+01:00,763,214
3895,2023-06-12 07:00:00+01:00,1404,400
3896,2023-06-12 08:00:00+01:00,1640,388
3897,2023-06-12 09:00:00+01:00,1131,306
3898,2023-06-12 10:00:00+01:00,960,268
3899,2023-06-12 11:00:00+01:00,984,256
3900,2023-06-12 12:00:00+01:00,1013,250
3901,2023-06-12 13:00:00+01:00,1163,245
3902,2023-06-12 14:00:00+01:00,1099,298
3903,2023-06-12 15:00:00+01:00,1350,350
3904,2023-06-12 16:00:00+01:00,1649,301
3905,2023-06-12 17:00:00+01:00,1648,281
3906,2023-06-12 18:00:00+01:00,1285,170
3907,2023-06-12 19:00:00+01:00,920,108
3908,2023-06-12 20:00:00+01:00,624,74
3909,2023-06-12 21:00:00+01:00,419,48
3910,2023-06-12 22:00:00+01:00,317,39
3911,2023-06-12 23:00:00+01:00,183,22
3912,2023-06-13 00:00:00+01:00,100,20
3913,2023-06-13 01:00:00+01:00,77,14
3914,2023-06-13 02:00:00+01:00,59,21
3915,2023-06-13 03:00:00+01:00,52,28
3916,2023-06-13 04:00:00+01:00,80,41
3917,2023-06-13 05:00:00+01:00,236,116
3918,2023-06-13 06:00:00+01:00,821,217
3919,2023-06-13 07:00:00+01:00,1531,409
3920,2023-06-13 08:00:00+01:00,1628,353
3921,2023-06-13 09:00:00+01:00,1229,324
3922,2023-06-13 10:00:00+01:00,964,250
3923,2023-06-13 11:00:00+01:00,938,270
3924,2023-06-13 12:00:00+01:00,1039,312
3925,2023-06-13 13:00:00+01:00,1176,265
3926,2023-06-13 14:00:00+01:00,1135,268
3927,2023-06-13 15:00:00+01:00,1394,347
3928,2023-06-13 16:00:00+01:00,1700,349
3929,2023-06-13 17:00:00+01:00,1760,245
3930,2023-06-13 18:00:00+01:00,1327,179
3931,2023-06-13 19:00:00+01:00,881,105
3932,2023-06-13 20:00:00+01:00,697,65
3933,2023-06-13 21:00:00+01:00,585,68
3934,2023-06-13 22:00:00+01:00,444,48
3935,2023-06-13 23:00:00+01:00,251,31
3936,2023-06-14 00:00:00+01:00,112,22
3937,2023-06-14 01:00:00+01:00,67,14
3938,2023-06-14 02:00:00+01:00,50,14
3939,2023-06-14 03:00:00+01:00,57,32
3940,2023-06-14 04:00:00+01:00,65,50
3941,2023-06-14 05:00:00+01:00,247,120
3942,2023-06-14 06:00:00+01:00,821,226
3943,2023-06-14 07:00:00+01:00,1418,402
3944,2023-06-14 08:00:00+01:00,1644,384
3945,2023-06-14 09:00:00+01:00,1213,346
3946,2023-06-14 10:00:00+01:00,986,285
3947,2023-06-14 11:00:00+01:00,998,252
3948,2023-06-14 12:00:00+01:00,1075,261
3949,2023-06-14 13:00:00+01:00,1175,261
3950,2023-06-14 14:00:00+01:00,1232,303
3951,2023-06-14 15:00:00+01:00,1415,365
3952,2023-06-14 16:00:00+01:00,1670,335
3953,2023-06-14 17:00:00+01:00,1755,271
3954,2023-06-14 18:00:00+01:00,1472,187
3955,2023-06-14 19:00:00+01:00,991,107
3956,2023-06-14 20:00:00+01:00,692,87
3957,2023-06-14 21:00:00+01:00,602,69
3958,2023-06-14 22:00:00+01:00,460,54
3959,2023-06-14 23:00:00+01:00,350,39
3960,2023-06-15 00:00:00+01:00,134,18
3961,2023-06-15 01:00:00+01:00,78,16
3962,2023-06-15 02:00:00+01:00,65,13
3963,2023-06-15 03:00:00+01:00,55,38
3964,2023-06-15 04:00:00+01:00,82,65
3965,2023-06-15 05:00:00+01:00,228,112
3966,2023-06-15 06:00:00+01:00,764,216
3967,2023-06-15 07:00:00+01:00,1409,352
3968,2023-06-15 08:00:00+01:00,1626,331
3969,2023-06-15 09:00:00+01:00,1187,357
3970,2023-06-15 10:00:00+01:00,995,280
3971,2023-06-15 11:00:00+01:00,1047,281
3972,2023-06-15 12:00:00+01:00,1075,253
3973,2023-06-15 13:00:00+01:00,1169,272
3974,2023-06-15 14:00:00+01:00,1097,274
3975,2023-06-15 15:00:00+01:00,1393,370
3976,2023-06-15 16:00:00+01:00,1562,329
3977,2023-06-15 17:00:00+01:00,1758,279
3978,2023-06-15 18:00:00+01:00,1505,178
3979,2023-06-15 19:00:00+01:00,972,129
3980,2023-06-15 20:00:00+01:00,831,75
3981,2023-06-15 21:00:00+01:00,558,57
3982,2023-06-15 22:00:00+01:00,469,44
3983,2023-06-15 23:00:00+01:00,306,33
3984,2023-06-16 00:00:00+01:00,138,23
3985,2023-06-16 01:00:00+01:00,83,22
3986,2023-06-16 02:00:00+01:00,69,16
3987,2023-06-16 03:00:00+01:00,53,35
3988,2023-06-16 04:00:00+01:00,82,49
3989,2023-06-16 05:00:00+01:00,223,113
3990,2023-06-16 06:00:00+01:00,672,209
3991,2023-06-16 07:00:00+01:00,1265,366
3992,2023-06-16 08:00:00+01:00,1432,316
3993,2023-06-16 09:00:00+01:00,1066,380
3994,2023-06-16 10:00:00+01:00,1023,332
3995,2023-06-16 11:00:00+01:00,1094,304
3996,2023-06-16 12:00:00+01:00,1178,306
3997,2023-06-16 13:00:00+01:00,1280,290
3998,2023-06-16 14:00:00+01:00,1399,291
3999,2023-06-16 15:00:00+01:00,1589,317
4000,2023-06-16 16:00:00+01:00,1647,281
4001,2023-06-16 17:00:00+01:00,1587,209
4002,2023-06-16 18:00:00+01:00,1410,151
4003,2023-06-16 19:00:00+01:00,1079,92
4004,2023-06-16 20:00:00+01:00,801,76
4005,2023-06-16 21:00:00+01:00,658,43
4006,2023-06-16 22:00:00+01:00,470,43
4007,2023-06-16 23:00:00+01:00,391,32
4008,2023-06-17 00:00:00+01:00,194,29
4009,2023-06-17 01:00:00+01:00,129,21
4010,2023-06-17 02:00:00+01:00,114,21
4011,2023-06-17 03:00:00+01:00,88,31
4012,2023-06-17 04:00:00+01:00,66,27
4013,2023-06-17 05:00:00+01:00,111,40
4014,2023-06-17 06:00:00+01:00,207,64
4015,2023-06-17 07:00:00+01:00,407,109
4016,2023-06-17 08:00:00+01:00,636,127
4017,2023-06-17 09:00:00+01:00,925,130
4018,2023-06-17 10:00:00+01:00,1128,153
4019,2023-06-17 11:00:00+01:00,1295,146
4020,2023-06-17 12:00:00+01:00,1494,145
4021,2023-06-17 13:00:00+01:00,1446,149
4022,2023-06-17 14:00:00+01:00,1348,125
4023,2023-06-17 15:00:00+01:00,1406,117
4024,2023-06-17 16:00:00+01:00,1258,98
4025,2023-06-17 17:00:00+01:00,1344,100
4026,2023-06-17 18:00:00+01:00,1167,106
4027,2023-06-17 19:00:00+01:00,944,68
4028,2023-06-17 20:00:00+01:00,644,48
4029,2023-06-17 21:00:00+01:00,426,37
4030,2023-06-17 22:00:00+01:00,503,30
4031,2023-06-17 23:00:00+01:00,330,15
4032,2023-06-18 00:00:00+01:00,206,14
4033,2023-06-18 01:00:00+01:00,132,18
4034,2023-06-18 02:00:00+01:00,115,10
4035,2023-06-18 03:00:00+01:00,101,17
4036,2023-06-18 04:00:00+01:00,54,7
4037,2023-06-18 05:00:00+01:00,91,10
4038,2023-06-18 06:00:00+01:00,127,14
4039,2023-06-18 07:00:00+01:00,251,20
4040,2023-06-18 08:00:00+01:00,373,38
4041,2023-06-18 09:00:00+01:00,577,64
4042,2023-06-18 10:00:00+01:00,798,65
4043,2023-06-18 11:00:00+01:00,1146,81
4044,2023-06-18 12:00:00+01:00,1261,100
4045,2023-06-18 13:00:00+01:00,1434,104
4046,2023-06-18 14:00:00+01:00,1394,93
4047,2023-06-18 15:00:00+01:00,1370,88
4048,2023-06-18 16:00:00+01:00,1348,90
4049,2023-06-18 17:00:00+01:00,1366,96
4050,2023-06-18 18:00:00+01:00,1281,85
4051,2023-06-18 19:00:00+01:00,931,70
4052,2023-06-18 20:00:00+01:00,775,42
4053,2023-06-18 21:00:00+01:00,485,27
4054,2023-06-18 22:00:00+01:00,342,26
4055,2023-06-18 23:00:00+01:00,298,35
4056,2023-06-19 00:00:00+01:00,110,17
4057,2023-06-19 01:00:00+01:00,62,9
4058,2023-06-19 02:00:00+01:00,35,13
4059,2023-06-19 03:00:00+01:00,57,26
4060,2023-06-19 04:00:00+01:00,58,45
4061,2023-06-19 05:00:00+01:00,245,93
4062,2023-06-19 06:00:00+01:00,731,210
4063,2023-06-19 07:00:00+01:00,1360,391
4064,2023-06-19 08:00:00+01:00,1470,350
4065,2023-06-19 09:00:00+01:00,1115,326
4066,2023-06-19 10:00:00+01:00,878,264
4067,2023-06-19 11:00:00+01:00,948,267
4068,2023-06-19 12:00:00+01:00,1061,303
4069,2023-06-19 13:00:00+01:00,1094,268
4070,2023-06-19 14:00:00+01:00,1164,297
4071,2023-06-19 15:00:00+01:00,1276,383
4072,2023-06-19 16:00:00+01:00,1670,368
4073,2023-06-19 17:00:00+01:00,1755,270
4074,2023-06-19 18:00:00+01:00,1254,183
4075,2023-06-19 19:00:00+01:00,922,104
4076,2023-06-19 20:00:00+01:00,610,68
4077,2023-06-19 21:00:00+01:00,422,39
4078,2023-06-19 22:00:00+01:00,330,29
4079,2023-06-19 23:00:00+01:00,174,23
4080,2023-06-20 00:00:00+01:00,116,24
4081,2023-06-20 01:00:00+01:00,58,11
4082,2023-06-20 02:00:00+01:00,76,14
4083,2023-06-20 03:00:00+01:00,47,36
4084,2023-06-20 04:00:00+01:00,72,35
4085,2023-06-20 05:00:00+01:00,243,125
4086,2023-06-20 06:00:00+01:00,771,242
4087,2023-06-20 07:00:00+01:00,1428,380
4088,2023-06-20 08:00:00+01:00,1597,355
4089,2023-06-20 09:00:00+01:00,1170,381
4090,2023-06-20 10:00:00+01:00,958,270
4091,2023-06-20 11:00:00+01:00,978,301
4092,2023-06-20 12:00:00+01:00,999,300
4093,2023-06-20 13:00:00+01:00,1145,279
4094,2023-06-20 14:00:00+01:00,1151,280
4095,2023-06-20 15:00:00+01:00,1305,340
4096,2023-06-20 16:00:00+01:00,1671,374
4097,2023-06-20 17:00:00+01:00,1898,312
4098,2023-06-20 18:00:00+01:00,1453,173
4099,2023-06-20 19:00:00+01:00,737,94
4100,2023-06-20 20:00:00+01:00,678,69
4101,2023-06-20 21:00:00+01:00,509,61
4102,2023-06-20 22:00:00+01:00,395,41
4103,2023-06-20 23:00:00+01:00,305,35
4104,2023-06-21 00:00:00+01:00,82,18
