,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-06,2023-11-07,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-12,2023-11-13,2023-11-14,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21,2023-11-22,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-28,2023-11-29,2023-11-30,Workday,7 Day,Count
00:00:00,5,5,5,0,1,0,0,1,0,2,1,1,0,1,2,1,0,0,0,0,1,0,1,1,2,1,0,3,2,5,2,1,41
01:00:00,3,4,7,4,1,0,1,1,0,1,3,0,1,3,1,0,1,1,0,1,4,3,1,2,2,0,0,5,6,6,2,2,62
02:00:00,5,7,5,0,3,0,0,1,1,2,2,1,1,1,4,1,1,0,0,0,1,0,1,2,0,0,1,3,5,2,2,2,50
03:00:00,2,7,10,1,0,0,2,2,3,9,0,0,2,4,4,3,7,4,0,3,4,2,2,5,1,0,2,12,6,9,5,3,106
04:00:00,4,3,9,4,0,5,8,4,3,5,2,0,1,4,5,1,3,2,0,3,3,3,5,3,1,0,3,5,6,7,4,3,102
05:00:00,14,16,17,7,0,10,17,15,19,14,5,1,9,20,15,12,17,5,0,10,18,19,23,19,6,0,11,21,10,22,16,12,372
06:00:00,17,19,27,11,1,21,22,17,23,23,12,1,20,16,20,26,30,7,0,16,24,23,23,26,7,0,19,14,18,18,21,16,501
07:00:00,29,28,38,11,3,37,26,39,32,37,12,3,37,28,36,37,28,18,1,32,37,43,38,38,5,0,33,37,37,22,34,26,802
08:00:00,35,41,33,10,1,24,29,28,30,34,9,2,26,23,25,17,35,10,3,31,26,32,43,28,7,0,38,29,27,29,30,23,705
09:00:00,35,40,27,16,0,44,42,35,37,35,11,3,37,23,43,49,49,14,1,37,42,36,56,37,8,3,37,42,45,40,39,30,924
10:00:00,40,36,48,19,2,44,46,38,33,40,16,2,36,48,59,50,45,7,1,34,44,33,44,47,9,2,46,38,49,32,42,32,988
11:00:00,39,32,39,4,7,50,56,45,42,35,6,8,31,44,52,53,31,21,8,49,41,52,37,45,8,5,50,40,46,35,43,33,1011
12:00:00,42,45,31,8,3,44,41,31,25,33,6,6,34,48,41,47,35,7,2,40,34,39,36,46,8,5,35,35,40,28,38,29,875
13:00:00,38,44,34,12,4,41,27,48,42,35,10,2,27,40,49,32,31,12,4,40,41,45,31,32,6,3,52,49,44,57,40,30,932
14:00:00,38,38,31,7,4,45,42,33,29,28,5,2,33,37,41,45,33,1,1,42,47,26,34,41,4,5,43,45,40,61,39,29,881
15:00:00,33,30,34,8,9,32,36,19,29,32,5,4,37,30,32,41,18,6,5,25,33,27,19,27,7,0,33,37,31,33,30,23,712
16:00:00,16,20,17,17,1,27,25,24,23,22,8,5,28,21,21,27,26,2,5,33,25,19,27,20,7,1,32,17,27,27,24,19,570
17:00:00,20,16,8,12,5,16,20,13,14,5,3,2,13,12,5,22,3,4,3,10,18,12,9,6,3,3,11,13,17,14,13,10,312
18:00:00,6,9,3,9,1,7,8,8,5,3,6,1,10,10,8,6,6,2,1,10,13,8,6,5,1,2,8,7,8,9,7,6,186
19:00:00,3,8,3,4,3,4,3,7,4,1,3,3,7,2,4,8,0,3,2,3,5,6,6,1,3,2,7,4,4,6,4,4,119
20:00:00,2,6,4,0,2,2,2,3,4,1,1,1,2,0,1,1,1,1,2,0,4,1,0,2,1,3,0,3,2,5,2,2,57
21:00:00,7,8,2,1,1,0,2,0,3,3,2,1,2,5,0,3,1,0,0,1,3,3,3,4,1,3,3,9,3,4,3,3,78
22:00:00,5,7,0,0,0,0,1,3,5,2,0,1,3,2,2,2,3,1,0,5,1,1,1,2,0,2,6,5,6,6,3,2,72
23:00:00,4,10,1,2,0,1,1,2,2,2,0,1,2,3,0,1,3,1,1,7,2,0,2,3,7,1,11,3,4,3,3,3,80
