,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30,Workday,7 Day,Count
00:00:00,0,2,1,1,6,5,0,0,0,0,1,1,1,2,2,2,0,1,0,2,2,4,0,1,0,2,5,2,1,2,2,2,46
01:00:00,1,2,1,2,2,1,1,3,3,0,3,0,0,2,3,1,0,0,2,4,2,1,2,2,0,3,3,1,0,1,2,2,46
02:00:00,0,2,1,0,0,0,1,2,1,0,2,2,4,2,2,0,0,0,2,5,4,4,0,1,2,1,2,3,2,0,2,2,45
03:00:00,2,3,0,2,2,1,2,7,1,0,1,2,8,4,1,1,0,1,3,2,6,4,0,0,0,3,1,2,3,1,3,2,63
04:00:00,8,2,1,6,6,3,5,9,4,0,4,10,7,6,5,2,0,4,8,5,9,8,3,0,4,8,5,3,8,1,6,5,144
05:00:00,13,4,1,10,13,13,20,15,5,0,7,24,14,19,19,10,1,4,19,14,17,14,6,0,8,20,12,19,20,7,15,12,348
06:00:00,22,7,1,16,16,17,18,13,7,0,17,16,16,12,16,8,2,17,15,11,16,20,6,2,18,20,15,22,19,5,17,13,390
07:00:00,30,12,2,29,41,39,25,26,10,5,26,28,36,30,30,10,1,30,36,36,35,35,9,3,30,41,37,40,26,15,33,25,753
08:00:00,27,9,3,25,28,41,29,25,13,2,24,36,31,34,26,7,2,26,21,27,26,28,16,4,18,30,23,26,38,11,28,22,656
09:00:00,36,9,2,34,31,38,38,44,29,3,51,39,50,41,33,7,4,48,32,31,38,31,21,3,42,35,41,44,30,12,38,30,897
10:00:00,44,11,6,46,29,44,34,50,10,7,36,31,37,48,43,10,3,34,31,52,47,40,9,0,34,34,48,46,35,12,40,31,911
11:00:00,43,7,8,42,33,46,42,29,10,4,46,34,37,37,41,6,6,45,36,36,32,42,6,5,36,35,36,35,40,7,38,29,862
12:00:00,32,10,3,34,36,34,36,34,10,12,33,22,30,41,29,7,6,34,38,40,32,35,11,7,36,28,28,28,35,7,33,26,768
13:00:00,36,8,5,37,39,40,32,25,8,10,38,31,36,39,38,4,5,38,33,36,28,32,5,5,30,35,33,29,29,8,34,26,772
14:00:00,36,6,1,27,35,31,27,32,4,2,28,34,30,36,32,6,3,38,27,31,35,31,10,6,27,25,23,29,29,2,31,23,683
15:00:00,32,5,4,30,22,23,24,20,6,7,19,29,30,23,26,3,7,26,37,32,21,17,8,3,25,24,27,22,23,6,25,20,581
16:00:00,21,7,0,27,31,23,29,24,5,4,19,24,20,33,21,6,9,20,26,32,22,16,6,5,12,27,22,28,28,6,24,19,553
17:00:00,7,6,4,15,12,16,12,15,8,4,20,13,9,23,7,3,4,18,12,16,13,9,6,1,9,13,15,22,5,6,13,11,323
18:00:00,13,2,2,9,10,7,10,5,5,2,6,10,11,9,5,1,6,10,6,10,8,5,4,3,5,12,7,6,10,4,8,7,203
19:00:00,7,8,2,5,3,3,5,7,7,4,6,5,4,3,1,2,2,4,4,4,7,1,3,2,5,5,4,2,1,2,4,4,118
20:00:00,2,2,0,7,6,5,3,3,0,1,1,2,4,5,0,2,3,5,3,8,5,5,1,3,6,9,3,1,5,2,4,3,102
21:00:00,5,0,5,2,8,0,5,1,0,0,1,3,3,1,3,1,0,4,6,4,5,3,0,2,2,12,4,3,1,2,4,3,86
22:00:00,4,2,1,6,3,2,5,1,1,2,0,1,7,2,1,0,1,1,4,3,1,0,6,1,1,3,4,0,1,0,2,2,64
23:00:00,2,2,4,7,2,1,1,4,1,2,2,1,2,4,1,1,0,2,4,4,3,0,1,0,4,5,2,2,2,1,3,2,67
