,2023-04-01,2023-04-02,2023-04-03,2023-04-04,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25,2023-04-26,2023-04-27,2023-04-28,2023-04-29,2023-04-30,Workday,7 Day,Count
00:00:00,2,3,2,3,4,0,2,2,2,0,0,1,7,1,2,0,4,0,0,2,5,3,1,1,1,2,2,3,2,5,2,2,62
01:00:00,0,0,1,3,2,5,2,3,0,1,0,4,4,2,0,0,2,1,3,1,7,3,2,1,1,4,3,3,0,1,2,2,59
02:00:00,1,0,1,0,0,0,3,0,1,0,0,4,2,1,2,1,0,0,0,0,6,2,0,0,2,2,2,1,0,1,1,1,32
03:00:00,0,3,1,2,2,2,1,1,0,1,2,8,6,2,2,0,0,1,2,1,7,2,0,2,2,4,1,1,2,0,2,2,58
04:00:00,2,2,2,2,3,2,10,1,1,4,4,5,4,8,3,0,1,4,4,6,11,2,0,3,3,4,3,7,2,1,4,4,104
05:00:00,9,0,15,20,17,13,9,11,0,5,14,15,14,12,10,0,13,16,16,11,26,11,1,12,16,15,12,14,7,0,14,12,334
06:00:00,9,2,12,22,13,14,17,16,1,10,18,18,17,16,8,0,16,22,22,19,14,22,0,11,23,18,17,31,13,1,18,15,422
07:00:00,15,3,34,41,47,45,22,10,3,4,40,31,28,47,7,1,31,36,47,18,37,17,6,27,37,34,30,30,9,1,33,26,738
08:00:00,12,7,50,31,35,25,22,4,1,3,31,27,29,44,11,0,29,27,47,32,27,19,1,38,21,38,32,38,14,1,31,24,696
09:00:00,8,2,32,39,37,37,25,7,1,8,44,42,53,46,15,2,27,39,42,45,37,16,4,33,37,57,28,51,7,4,38,29,825
10:00:00,16,5,38,36,30,40,36,18,5,8,44,40,46,38,8,5,40,39,55,49,39,17,6,40,36,33,38,38,19,10,38,30,872
11:00:00,11,6,40,43,32,39,17,13,7,11,45,46,34,42,5,5,42,36,50,24,40,17,8,37,47,53,37,32,18,5,37,29,842
12:00:00,7,6,34,32,43,29,26,4,1,9,42,43,34,45,6,6,42,34,52,36,25,12,3,56,44,42,46,54,14,4,38,29,831
13:00:00,14,10,35,35,47,19,22,10,5,2,39,38,37,31,11,6,26,40,40,30,37,9,4,26,39,47,35,38,12,5,33,26,749
14:00:00,6,7,43,23,29,31,20,6,2,2,38,40,27,40,10,2,27,27,41,27,35,6,5,30,36,42,31,23,13,3,31,24,672
15:00:00,1,5,29,31,32,22,8,4,2,3,32,32,23,27,5,3,31,21,40,28,25,9,4,39,21,34,27,17,4,4,26,20,563
16:00:00,7,5,15,21,23,22,10,6,4,6,22,21,26,19,5,5,36,31,14,41,15,10,4,22,18,25,29,17,5,3,22,17,487
17:00:00,7,1,10,23,18,11,7,5,2,5,19,20,17,7,7,4,19,29,9,22,8,7,2,16,16,9,14,9,8,1,14,12,332
18:00:00,3,3,10,24,12,10,2,2,1,5,9,10,6,10,4,2,3,9,10,20,4,5,1,8,7,8,7,6,4,1,9,7,206
19:00:00,3,0,3,4,5,8,1,1,2,3,7,4,7,1,0,3,10,4,8,11,3,3,1,2,6,8,8,4,4,2,5,4,126
20:00:00,2,2,1,6,3,5,3,1,1,2,8,9,7,4,4,0,3,6,4,6,3,3,2,6,4,5,5,9,2,2,5,4,118
21:00:00,0,3,4,3,2,4,2,0,1,1,10,9,8,1,1,2,5,3,2,6,2,2,2,0,2,1,3,5,5,2,4,3,91
22:00:00,5,3,0,0,1,0,0,2,0,2,8,10,4,5,0,3,3,2,1,11,5,1,4,5,4,4,2,4,2,2,4,3,93
23:00:00,2,0,2,3,4,7,7,2,3,1,11,10,4,2,6,5,3,3,4,9,4,1,0,0,6,1,3,2,2,0,4,4,107
